start_date,end_date,ADM1_FR,cases,deaths,total_precipitation_sum,skin_temperature,Pop_Density,Water_Bodies,Poverty,Percentage_Children_under_5,Percentage_Adults_over_50,Percentage_Pregnant_Women,Shape_Leng,Shape_Area,Avg_HH_size,Hazards,Conflicts,Insufficient_WASH,Pop_HCFs,FOSA/1000_hab.
2021-10-29,2021-11-01,Adamaoua,0,0,0.0003577436862023,297.087976590721,8.76871579031521,0.00286625344846118,0.3658813275226282,16.95283501855881,8.20069115576603,4.143478817355689,15.1514241815,5.23554035707,8.53,3.85,5.1,22.28,0.383877159,0.13
2021-11-02,2021-11-11,Adamaoua,0,0,0.00203415969933,297.38679888838993,8.76871579031521,0.00286625344846118,0.3658813275226282,16.95283501855881,8.20069115576603,4.143478817355689,15.1514241815,5.23554035707,8.53,3.85,5.1,22.28,0.383877159,0.13
2021-11-12,2021-12-27,Adamaoua,0,0,7.492694715263572e-05,298.16835624795885,8.76871579031521,0.00286625344846118,0.3658813275226282,16.95283501855881,8.20069115576603,4.143478817355689,15.1514241815,5.23554035707,8.53,3.85,5.1,22.28,0.383877159,0.13
2021-12-28,2022-01-04,Adamaoua,0,0,1.5287612911744985e-06,298.1335963077043,8.76871579031521,0.00286625344846118,0.3658813275226282,16.95283501855881,8.20069115576603,4.143478817355689,15.1514241815,5.23554035707,8.53,3.85,5.1,22.28,0.383877159,0.13
2022-01-17,2022-01-30,Adamaoua,0,0,1.224252741818895e-06,297.72865720425443,8.76871579031521,0.00286625344846118,0.3658813275226282,16.95283501855881,8.20069115576603,4.143478817355689,15.1514241815,5.23554035707,8.53,3.85,5.1,22.28,0.383877159,0.13
2022-02-14,2022-02-20,Adamaoua,0,0,7.159389688665916e-07,300.1817240626252,8.76871579031521,0.00286625344846118,0.3658813275226282,16.95283501855881,8.20069115576603,4.143478817355689,15.1514241815,5.23554035707,8.53,3.85,5.1,22.28,0.383877159,0.13
2022-03-04,2022-03-10,Adamaoua,0,0,0.0003682100325599,301.9135756898156,8.76871579031521,0.00286625344846118,0.3658813275226282,16.95283501855881,8.20069115576603,4.143478817355689,15.1514241815,5.23554035707,8.53,3.85,5.1,22.28,0.383877159,0.13
2022-03-11,2022-03-20,Adamaoua,0,0,1.0358836149582222e-05,301.6766215349469,8.76871579031521,0.00286625344846118,0.3658813275226282,16.95283501855881,8.20069115576603,4.143478817355689,15.1514241815,5.23554035707,8.53,3.85,5.1,22.28,0.383877159,0.13
2022-03-21,2022-03-27,Adamaoua,0,0,4.44977816405629e-05,301.90265932641074,8.76871579031521,0.00286625344846118,0.3658813275226282,16.95283501855881,8.20069115576603,4.143478817355689,15.1514241815,5.23554035707,8.53,3.85,5.1,22.28,0.383877159,0.13
2022-03-28,2022-04-03,Adamaoua,0,0,4.569809032532087e-06,302.05408802702743,8.76871579031521,0.00286625344846118,0.3658813275226282,16.95283501855881,8.20069115576603,4.143478817355689,15.1514241815,5.23554035707,8.53,3.85,5.1,22.28,0.383877159,0.13
