start_date,end_date,ADM1_FR,total_precipitation_sum
2021-10-29,2021-11-01,Adamaoua,0.000357743686202347
2021-10-29,2021-11-01,Centre,0.005222030986710784
2021-10-29,2021-11-01,Est,0.003334951774975477
2021-10-29,2021-11-01,Extrême-Nord,5.418361454024251e-07
2021-10-29,2021-11-01,Littoral,0.014053604913491774
2021-10-29,2021-11-01,Nord,6.36730025975439e-06
2021-10-29,2021-11-01,Nord-Ouest,0.00637974299336671
2021-10-29,2021-11-01,Sud,0.010082716946948327
2021-10-29,2021-11-01,Sud-Ouest,0.015020192120261325
2021-10-29,2021-11-01,Ouest,0.005816692254448685
2021-11-02,2021-11-11,Adamaoua,0.002034159699330024
2021-11-02,2021-11-11,Centre,0.006614266008793547
2021-11-02,2021-11-11,Est,0.00555658081635406
2021-11-02,2021-11-11,Extrême-Nord,4.914294622732668e-06
2021-11-02,2021-11-11,Littoral,0.00813530146467465
2021-11-02,2021-11-11,Nord,0.0002348266021384054
2021-11-02,2021-11-11,Nord-Ouest,0.009582408256899082
2021-11-02,2021-11-11,Sud,0.007775629822592806
2021-11-02,2021-11-11,Sud-Ouest,0.011562692088344671
2021-11-02,2021-11-11,Ouest,0.006727830554683477
2021-11-12,2021-12-27,Adamaoua,7.492694715263572e-05
2021-11-12,2021-12-27,Centre,0.001539431227396213
2021-11-12,2021-12-27,Est,0.0016656773721626993
2021-11-12,2021-12-27,Extrême-Nord,9.353727755802133e-07
2021-11-12,2021-12-27,Littoral,0.0037224207078629494
2021-11-12,2021-12-27,Nord,1.0370340543560828e-06
2021-11-12,2021-12-27,Nord-Ouest,0.0008385184831308452
2021-11-12,2021-12-27,Sud,0.0037164893998720737
2021-11-12,2021-12-27,Sud-Ouest,0.0037678544555618263
2021-11-12,2021-12-27,Ouest,0.0010354354087309951
2021-12-28,2022-01-04,Adamaoua,1.5287612911744983e-06
2021-12-28,2022-01-04,Centre,0.0005452931652278764
2021-12-28,2022-01-04,Est,0.000436022271148146
2021-12-28,2022-01-04,Extrême-Nord,1.5268309588074253e-06
2021-12-28,2022-01-04,Littoral,0.001844310472910884
2021-12-28,2022-01-04,Nord,1.5268309588074253e-06
2021-12-28,2022-01-04,Nord-Ouest,1.7212812638032922e-06
2021-12-28,2022-01-04,Sud,0.0030103175569301636
2021-12-28,2022-01-04,Sud-Ouest,0.0005074664297009094
2021-12-28,2022-01-04,Ouest,0.00013793186300213313
2022-01-17,2022-01-30,Adamaoua,1.224252741818895e-06
2022-01-17,2022-01-30,Centre,0.0001710882695563331
2022-01-17,2022-01-30,Est,0.00022248394818755957
2022-01-17,2022-01-30,Extrême-Nord,9.882448905019514e-07
2022-01-17,2022-01-30,Littoral,0.0008339622129721007
2022-01-17,2022-01-30,Nord,9.882448905019514e-07
2022-01-17,2022-01-30,Nord-Ouest,8.99100848910405e-06
2022-01-17,2022-01-30,Sud,0.0008916004938156725
2022-01-17,2022-01-30,Sud-Ouest,0.00039537127682062214
2022-01-17,2022-01-30,Ouest,7.376462307417528e-05
2022-02-14,2022-02-20,Adamaoua,7.159389688665916e-07
2022-02-14,2022-02-20,Centre,0.0003957447278027973
2022-02-14,2022-02-20,Est,0.00014497585916422708
2022-02-14,2022-02-20,Extrême-Nord,7.159203191757039e-07
2022-02-14,2022-02-20,Littoral,0.0016120379875378685
2022-02-14,2022-02-20,Nord,7.159203191757039e-07
2022-02-14,2022-02-20,Nord-Ouest,9.099590500665313e-06
2022-02-14,2022-02-20,Sud,0.0018164361538695628
2022-02-14,2022-02-20,Sud-Ouest,0.001209551586169234
2022-02-14,2022-02-20,Ouest,0.00014510230548632963
2022-03-04,2022-03-10,Adamaoua,0.0003682100325599268
2022-03-04,2022-03-10,Centre,0.0018784738897428314
2022-03-04,2022-03-10,Est,0.0014270606049379072
2022-03-04,2022-03-10,Extrême-Nord,1.9347698033319225e-06
2022-03-04,2022-03-10,Littoral,0.0031794001034483274
2022-03-04,2022-03-10,Nord,5.51766292002985e-06
2022-03-04,2022-03-10,Nord-Ouest,0.005473181510916605
2022-03-04,2022-03-10,Sud,0.002493891024816537
2022-03-04,2022-03-10,Sud-Ouest,0.004827303753402141
2022-03-04,2022-03-10,Ouest,0.0043733370479444
2022-03-11,2022-03-20,Adamaoua,1.0358836149582222e-05
2022-03-11,2022-03-20,Centre,0.0016056117080974874
2022-03-11,2022-03-20,Est,0.0015976537452968296
2022-03-11,2022-03-20,Extrême-Nord,6.704858440305846e-07
2022-03-11,2022-03-20,Littoral,0.0037260371653496317
2022-03-11,2022-03-20,Nord,6.72300136232776e-07
2022-03-11,2022-03-20,Nord-Ouest,0.0004271727250394075
2022-03-11,2022-03-20,Sud,0.0063826146412870564
2022-03-11,2022-03-20,Sud-Ouest,0.0029445825786881485
2022-03-11,2022-03-20,Ouest,0.0012601339265679097
2022-03-21,2022-03-27,Adamaoua,4.44977816405629e-05
2022-03-21,2022-03-27,Centre,0.0008356303474569162
2022-03-21,2022-03-27,Est,0.0005949992576135076
2022-03-21,2022-03-27,Extrême-Nord,1.0734953643047145e-06
2022-03-21,2022-03-27,Littoral,0.003314843842152923
2022-03-21,2022-03-27,Nord,1.2387053207824712e-06
2022-03-21,2022-03-27,Nord-Ouest,0.0007764980275962258
2022-03-21,2022-03-27,Sud,0.0020631733747632176
2022-03-21,2022-03-27,Sud-Ouest,0.0038307764483935533
2022-03-21,2022-03-27,Ouest,0.0018050934725255146
2022-03-28,2022-04-03,Adamaoua,4.569809032532087e-06
2022-03-28,2022-04-03,Centre,0.0007324665990003658
2022-03-28,2022-04-03,Est,0.002332755715471339
2022-03-28,2022-04-03,Extrême-Nord,7.886745863790642e-07
2022-03-28,2022-04-03,Littoral,0.0030425112265911676
2022-03-28,2022-04-03,Nord,7.990514665053853e-07
2022-03-28,2022-04-03,Nord-Ouest,0.00022599153417284632
2022-03-28,2022-04-03,Sud,0.004620733231995559
2022-03-28,2022-04-03,Sud-Ouest,0.0024179370817450315
2022-03-28,2022-04-03,Ouest,0.0011113435716021294
2022-04-04,2022-04-13,Adamaoua,0.0055664053601406065
2022-04-04,2022-04-13,Centre,0.006885879270354773
2022-04-04,2022-04-13,Est,0.004223397044885486
2022-04-04,2022-04-13,Extrême-Nord,0.00011666280783785851
2022-04-04,2022-04-13,Littoral,0.007120225085149081
2022-04-04,2022-04-13,Nord,0.0008382223560045075
2022-04-04,2022-04-13,Nord-Ouest,0.007820048312782968
2022-04-04,2022-04-13,Sud,0.006752970972698884
2022-04-04,2022-04-13,Sud-Ouest,0.007610852567500419
2022-04-04,2022-04-13,Ouest,0.005985704083876608
2022-04-14,2022-04-30,Adamaoua,0.006257430399973306
2022-04-14,2022-04-30,Centre,0.00711579613065067
2022-04-14,2022-04-30,Est,0.005606197935838804
2022-04-14,2022-04-30,Extrême-Nord,0.00029876417887656593
2022-04-14,2022-04-30,Littoral,0.00827236852845645
2022-04-14,2022-04-30,Nord,0.002154265087538233
2022-04-14,2022-04-30,Nord-Ouest,0.008845143294608183
2022-04-14,2022-04-30,Sud,0.007106350768733939
2022-04-14,2022-04-30,Sud-Ouest,0.00933172834710018
