Région,District,Aire de santé,Population 2023 estimée (Les deux sexes),LiveBirths (Naissance vivante),0-11 mois,Femmes enceintes attendues,FAP (15-49 ans),enfants 0-59 mois,enfants 12-23 mois,enfants 12-59 mois,Adolescents 10-14 ans Féminin,15-19 ans Féminin,50 ans et plus Masculin,50 ans et plus Féminin
OUEST,BAMENDJOU,Balatsit,3030,123,125,125,700,568,116,444,208,181,136,157
OUEST,BAMENDJOU,Bameka,10742,435,442,442,2484,2016,412,1574,738,642,482,555
OUEST,BAMENDJOU,Bamendjou,10566,428,434,435,2443,1982,406,1548,726,631,474,546
OUEST,BAMENDJOU,Bangam,2479,100,102,102,573,465,95,363,170,148,111,128
OUEST,BAMENDJOU,Batchoum,4052,164,167,167,937,760,156,594,278,242,182,209
OUEST,BAMENDJOU,Ngouang,3032,123,125,125,701,569,116,444,208,181,136,157
OUEST,BANDJA,Babouantou,4483,181,184,184,1036,841,172,657,308,268,201,232
OUEST,BANDJA,Bandja-Chefferie,4630,187,190,191,1070,869,178,678,318,277,208,239
OUEST,BANDJA,Bandja-Ville,6203,251,255,255,1434,1164,238,909,426,371,278,320
OUEST,BANDJA,Baving,718,29,30,30,166,135,28,105,49,43,32,37
OUEST,BANDJA,Fondanti,2377,96,98,98,550,446,91,348,163,142,107,123
OUEST,BANDJA,Fondjomekwet,4171,169,171,172,964,783,160,611,287,249,187,215
OUEST,BANDJA,Fotouni,6340,257,261,261,1466,1190,243,929,436,379,284,328
OUEST,BANDJOUN,Batoufam,8391,340,345,345,1940,1574,322,1229,577,501,376,434
OUEST,BANDJOUN,Bayagam,9418,381,387,388,2178,1767,362,1380,647,563,422,487
OUEST,BANDJOUN,Demdeng,4714,191,194,194,1090,884,181,691,324,282,211,244
OUEST,BANDJOUN,Dja,13891,562,571,572,3212,2606,533,2035,954,830,623,718
OUEST,BANDJOUN,Djiomghouo,6397,259,263,263,1479,1200,246,937,440,382,287,330
OUEST,BANDJOUN,Famla 2,6267,254,258,258,1449,1176,241,918,431,375,281,324
OUEST,BANDJOUN,Ha'a,5993,243,246,247,1386,1124,230,878,412,358,269,310
OUEST,BANDJOUN,Mbouo,7686,311,316,316,1777,1442,295,1126,528,459,345,397
OUEST,BANDJOUN,Pete,10839,439,446,446,2506,2034,416,1588,745,648,486,560
OUEST,BANDJOUN,Semto,6254,253,257,257,1446,1173,240,916,430,374,280,323
OUEST,BANDJOUN,Tesse,5191,210,213,214,1200,974,199,761,357,310,233,268
OUEST,BANDJOUN,Tsela,6055,245,249,249,1400,1136,232,887,416,362,272,313
OUEST,BANDJOUN,Yom,8262,334,340,340,1910,1550,317,1211,568,494,371,427
OUEST,BANGANGTE,Bakong (Bangangte),1190,48,49,49,275,223,46,174,82,71,53,61
OUEST,BANGANGTE,Balengou,4991,202,205,205,1154,936,192,731,343,298,224,258
OUEST,BANGANGTE,Bamena,8373,339,344,345,1936,1571,321,1227,575,500,376,433
OUEST,BANGANGTE,Badounga,3302,134,136,136,763,620,127,484,227,197,148,171
OUEST,BANGANGTE,Bangang-Fokam,1482,60,61,61,343,278,57,217,102,89,66,77
OUEST,BANGANGTE,Bangangte,36632,1482,1506,1508,8469,6874,1406,5368,2517,2189,1643,1893
OUEST,BANGANGTE,Bangoua,6674,270,274,275,1543,1252,256,978,459,399,299,345
OUEST,BANGANGTE,Bangoulap,4183,169,172,172,967,785,161,613,287,250,188,216
OUEST,BANGANGTE,Bantoum 1,9701,393,399,399,2243,1820,372,1421,667,580,435,501
OUEST,BANGANGTE,Bassamba,3905,158,161,161,903,733,150,572,268,233,175,202
OUEST,BANGANGTE,Batchingou,2260,91,93,93,522,424,87,331,155,135,101,117
OUEST,BANGANGTE,Bazou,7670,310,315,316,1773,1439,294,1124,527,458,344,396
OUEST,BANGANGTE,Feugnoun,3005,122,124,124,695,564,115,440,206,180,135,155
OUEST,BANGANGTE,Ndipta 3,2208,89,91,91,510,414,85,323,152,132,99,114
OUEST,BANGANGTE,Projet Route du Noun,3765,152,155,155,870,706,145,552,259,225,169,195
OUEST,BANGANGTE,Tonga,19424,786,799,799,4491,3645,746,2846,1335,1161,871,1004
OUEST,BANGANGTE,Toukop,2978,120,122,123,688,559,114,436,205,178,134,154
OUEST,BANGOURAIN,Bangambi,5929,240,244,244,1371,1112,228,869,407,354,266,306
OUEST,BANGOURAIN,Bangourain,24441,989,1005,1006,5651,4586,938,3581,1679,1461,1096,1263
OUEST,BANGOURAIN,Kouhouat,6017,244,247,248,1391,1129,231,882,413,360,270,311
OUEST,BANGOURAIN,Koumengba,8774,355,361,361,2029,1646,337,1286,603,524,394,453
OUEST,BANGOURAIN,Kourom,3940,159,162,162,911,739,151,577,271,235,177,204
OUEST,BANGOURAIN,Koutoukpi,4216,171,173,173,975,791,162,618,290,252,189,218
OUEST,BATCHAM,Baladjeutsa,8286,335,341,341,1916,1555,318,1214,569,495,372,428
OUEST,BATCHAM,Baleghang,5661,229,233,233,1309,1062,217,829,389,338,254,292
OUEST,BATCHAM,Balena,6373,258,262,262,1474,1196,245,934,438,381,286,329
OUEST,BATCHAM,Bambi (Batcham),4281,173,176,176,990,803,164,627,294,256,192,221
OUEST,BATCHAM,Bamougong,10736,434,441,442,2482,2015,412,1573,738,642,482,555
OUEST,BATCHAM,Bangang Chefferie Est,8567,347,352,353,1981,1607,329,1255,589,512,384,443
OUEST,BATCHAM,Bangang Chefferie Ouest,6510,263,268,268,1505,1222,250,954,447,389,292,336
OUEST,BATCHAM,Batcham Chefferie,12933,523,532,532,2990,2427,497,1895,889,773,580,668
OUEST,BATCHAM,Batcham Fiela,11294,457,464,465,2611,2119,434,1655,776,675,507,583
OUEST,BATCHAM,Batcham Ville,6953,281,286,286,1608,1305,267,1019,478,416,312,359
OUEST,BATCHAM,Batsintchuet,4726,191,194,194,1093,887,181,692,325,282,212,244
OUEST,BATCHAM,Nzindong,6407,259,263,264,1481,1202,246,939,440,383,287,331
OUEST,DSCHANG,Baleveng,16394,663,674,675,3790,3076,629,2402,1126,980,735,847
OUEST,DSCHANG,Balevoni,2170,88,89,89,502,407,83,318,149,130,97,112
OUEST,DSCHANG,Doumbouo,11184,453,460,460,2586,2099,429,1639,769,668,502,578
OUEST,DSCHANG,Fiala Foreke,43397,1756,1784,1786,10033,8143,1666,6359,2982,2594,1946,2242
OUEST,DSCHANG,Fokoue,5953,241,245,245,1376,1117,229,872,409,356,267,308
OUEST,DSCHANG,Fometa,19739,799,811,812,4564,3704,758,2892,1356,1180,885,1020
OUEST,DSCHANG,Fomopea,2258,91,93,93,522,424,87,331,155,135,101,117
OUEST,DSCHANG,Fonakeukeu,5349,216,220,220,1237,1004,205,784,368,320,240,276
OUEST,DSCHANG,Fondonera,7593,307,312,312,1756,1425,292,1113,522,454,341,392
OUEST,DSCHANG,Fongo-Ndeng,6515,264,268,268,1506,1223,250,955,448,389,292,337
OUEST,DSCHANG,Fontsa Touala,2805,113,115,115,648,526,108,411,193,168,126,145
OUEST,DSCHANG,Fotsetsa,3393,137,139,140,784,637,130,497,233,203,152,175
OUEST,DSCHANG,Latchouet,4175,169,172,172,965,783,160,612,287,250,187,216
OUEST,DSCHANG,Lepoh,13172,533,542,542,3045,2472,506,1930,905,787,591,681
OUEST,DSCHANG,Lingang-Foto,4939,200,203,203,1142,927,190,724,339,295,222,255
OUEST,DSCHANG,Maka,14025,568,577,577,3243,2632,538,2055,964,838,629,725
OUEST,DSCHANG,Mbeng,20286,821,834,835,4690,3806,779,2972,1394,1212,910,1048
OUEST,DSCHANG,Mboua,8089,327,333,333,1870,1518,311,1185,556,483,363,418
OUEST,DSCHANG,Mekouale,6995,283,288,288,1617,1313,269,1025,481,418,314,361
OUEST,DSCHANG,Ndoh-Djutsitsa,13863,561,570,571,3205,2601,532,2031,953,829,622,716
OUEST,DSCHANG,Nkeuli,2545,103,105,105,588,478,98,373,175,152,114,131
OUEST,DSCHANG,Siteu,28344,1147,1165,1166,6553,5318,1088,4153,1948,1694,1271,1464
OUEST,FOUMBAN,Bafole,7961,322,327,328,1841,1494,306,1167,547,476,357,411
OUEST,FOUMBAN,Foumban Nord,21616,875,889,890,4998,4056,830,3167,1485,1292,969,1117
OUEST,FOUMBAN,Foumban Ouest,27843,1127,1145,1146,6437,5224,1069,4080,1913,1664,1249,1439
OUEST,FOUMBAN,Foumban Sud,37713,1526,1550,1552,8719,7076,1448,5526,2591,2254,1691,1948
OUEST,FOUMBAN,Foyet,7565,306,311,311,1749,1419,290,1108,520,452,339,391
OUEST,FOUMBAN,Kouchankap,6301,255,259,259,1457,1182,242,923,433,377,283,326
OUEST,FOUMBAN,Kouffen,8223,333,338,338,1901,1543,316,1205,565,491,369,425
OUEST,FOUMBAN,Koundja,10865,440,447,447,2512,2039,417,1592,747,649,487,561
OUEST,FOUMBAN,Koupa Kagnam,25123,1017,1033,1034,5808,4714,965,3681,1726,1501,1127,1298
OUEST,FOUMBAN,Koupa Matapit,17133,693,704,705,3961,3215,658,2510,1177,1024,768,885
OUEST,FOUMBAN,Koutie,5635,228,232,232,1303,1057,216,826,387,337,253,291
OUEST,FOUMBAN,Mambain,5828,236,240,240,1348,1094,224,854,400,348,261,301
OUEST,FOUMBAN,Mancha,4692,190,193,193,1085,880,180,688,322,280,210,242
OUEST,FOUMBAN,Mapouoche Magham,2062,83,85,85,477,387,79,302,142,123,92,107
OUEST,FOUMBAN,Mataket,12924,523,531,532,2988,2425,496,1894,888,772,580,668
OUEST,FOUMBAN,Matoumbain,7830,317,322,322,1810,1469,301,1147,538,468,351,405
OUEST,FOUMBAN,Mayap,10703,433,440,440,2474,2008,411,1568,735,640,480,553
OUEST,FOUMBAN,Njimom,15010,607,617,618,3470,2817,576,2199,1031,897,673,776
OUEST,FOUMBAN,Njindare,10254,415,422,422,2371,1924,394,1502,705,613,460,530
OUEST,FOUMBAN,Njisse,14978,606,616,616,3463,2810,575,2195,1029,895,672,774
OUEST,FOUMBOT,Baigom 1,9111,369,375,375,2106,1709,350,1335,626,544,409,471
OUEST,FOUMBOT,Baigom 2,4975,201,205,205,1150,933,191,729,342,297,223,257
OUEST,FOUMBOT,Fosset,26824,1085,1103,1104,6202,5033,1030,3930,1843,1603,1203,1386
OUEST,FOUMBOT,Foumbot 1,23776,962,977,978,5497,4461,913,3484,1634,1421,1066,1228
OUEST,FOUMBOT,Foumbot 2,14204,575,584,585,3284,2665,545,2081,976,849,637,734
OUEST,FOUMBOT,Foumbot 3,16050,649,660,661,3711,3012,616,2352,1103,959,720,829
OUEST,FOUMBOT,Foumbot 4,18381,744,756,756,4250,3449,706,2693,1263,1099,824,950
OUEST,FOUMBOT,Foumbot 5,12694,514,522,522,2935,2382,487,1860,872,759,569,656
OUEST,FOUMBOT,Maka 2,8365,339,344,344,1934,1570,321,1226,575,500,375,432
OUEST,FOUMBOT,Momo,2817,114,116,116,651,529,108,413,194,168,126,146
OUEST,FOUMBOT,Njone,1069,43,44,44,247,200,41,157,73,64,48,55
OUEST,GALIM,Bagam,10477,424,431,431,2422,1966,402,1535,720,626,470,541
OUEST,GALIM,Bagam Est,3502,142,144,144,810,657,134,513,241,209,157,181
OUEST,GALIM,Bagam Nord,3691,149,152,152,853,693,142,541,254,221,166,191
OUEST,GALIM,Bamendjing,11984,485,493,493,2771,2249,460,1756,823,716,537,619
OUEST,GALIM,Bamenyam,7303,296,300,301,1688,1370,280,1070,502,436,328,377
OUEST,GALIM,Bati,5907,239,243,243,1366,1108,227,866,406,353,265,305
OUEST,GALIM,Galim,14381,582,591,592,3325,2698,552,2107,988,859,645,743
OUEST,GALIM,Galim-Est,3354,136,138,138,775,629,129,491,230,200,150,173
OUEST,GALIM,Menfoung,7495,303,308,308,1733,1406,288,1098,515,448,336,387
OUEST,KEKEM,Balembo,6801,275,280,280,1572,1276,261,996,467,406,305,351
OUEST,KEKEM,Bamengui,3429,139,141,141,793,644,132,503,236,205,154,177
OUEST,KEKEM,Bangui-Chari,5890,238,242,242,1362,1105,226,863,405,352,264,304
OUEST,KEKEM,Banwa,2987,121,123,123,691,560,115,438,205,179,134,154
OUEST,KEKEM,Bapoungue,4419,179,182,182,1022,829,170,648,304,264,198,228
OUEST,KEKEM,Bayon,3869,157,159,159,895,726,149,567,266,231,174,200
OUEST,KEKEM,Kekem,16712,676,687,688,3864,3136,642,2449,1148,999,750,863
OUEST,KEKEM,Mboebo,5029,203,207,207,1163,944,193,737,346,301,226,260
OUEST,KOUOPTAMO,Chanas,9901,401,407,407,2289,1858,380,1451,680,592,444,512
OUEST,KOUOPTAMO,Kouoptamo,18479,748,760,760,4272,3467,709,2708,1270,1104,829,955
OUEST,KOUOPTAMO,Koupara,8840,358,363,364,2044,1659,339,1295,607,528,396,457
OUEST,KOUOPTAMO,Ngbetsoueen,11317,458,465,466,2617,2124,435,1658,778,676,508,585
OUEST,KOUOPTAMO,Njindoun,5704,231,234,235,1319,1070,219,836,392,341,256,295
OUEST,KOUOPTAMO,Njingoumbe,6420,260,264,264,1484,1205,247,941,441,384,288,332
OUEST,KOUOPTAMO,Njintapon,11189,453,460,460,2587,2100,430,1640,769,669,502,578
OUEST,MALANTOUEN,Fejemkwet,4924,199,202,203,1139,924,189,722,338,294,221,254
OUEST,MALANTOUEN,Koula,12765,517,525,525,2951,2395,490,1870,877,763,573,660
OUEST,MALANTOUEN,Magba,24463,990,1006,1007,5656,4590,939,3584,1681,1462,1097,1264
OUEST,MALANTOUEN,Mahoua,5384,218,221,222,1245,1010,207,789,370,322,241,278
OUEST,MALANTOUEN,Makoutam,5768,233,237,237,1334,1082,221,845,396,345,259,298
OUEST,MALANTOUEN,Makpa,5442,220,224,224,1258,1021,209,797,374,325,244,281
OUEST,MALANTOUEN,Malantouen,19141,775,787,788,4425,3592,735,2805,1315,1144,858,989
OUEST,MALANTOUEN,Malien,5831,236,240,240,1348,1094,224,854,401,349,262,301
OUEST,MALANTOUEN,Manda,11342,459,466,467,2622,2128,435,1662,779,678,509,586
OUEST,MALANTOUEN,Manguiembou,6460,261,266,266,1494,1212,248,947,444,386,290,334
OUEST,MALANTOUEN,Manjouom,2065,84,85,85,478,388,79,303,142,123,93,107
OUEST,MALANTOUEN,Manki 2,5400,219,222,222,1248,1013,207,791,371,323,242,279
OUEST,MALANTOUEN,Mantoum,5235,212,215,215,1210,982,201,767,360,313,235,270
OUEST,MALANTOUEN,Mapou Njipoute,5633,228,232,232,1302,1057,216,825,387,337,253,291
OUEST,MALANTOUEN,Matoupou,6415,260,264,264,1483,1204,246,940,441,383,288,331
OUEST,MALANTOUEN,Matta Barrage,13075,529,538,538,3023,2453,502,1916,898,781,586,676
OUEST,MALANTOUEN,Mayo,7660,310,315,315,1771,1437,294,1122,526,458,344,396
OUEST,MALANTOUEN,Ngounso,6237,252,256,257,1442,1170,239,914,429,373,280,322
OUEST,MASSANGAM,Magna,1955,79,80,80,452,367,75,286,134,117,88,101
OUEST,MASSANGAM,Makom,5572,225,229,229,1288,1045,214,816,383,333,250,288
OUEST,MASSANGAM,Malanden,7022,284,289,289,1623,1318,270,1029,482,420,315,363
OUEST,MASSANGAM,Mamognan,5880,238,242,242,1360,1103,226,862,404,351,264,304
OUEST,MASSANGAM,Mansouen,4469,181,184,184,1033,839,172,655,307,267,200,231
OUEST,MASSANGAM,Massangam,22818,923,938,939,5276,4282,876,3343,1568,1364,1023,1179
OUEST,MASSANGAM,Matoufa,3813,154,157,157,882,715,146,559,262,228,171,197
OUEST,MASSANGAM,Mayakoue,4457,180,183,183,1030,836,171,653,306,266,200,230
OUEST,MBOUDA,Babete,7180,291,295,295,1660,1347,276,1052,493,429,322,371
OUEST,MBOUDA,Bafounda,12936,523,532,532,2991,2427,497,1895,889,773,580,668
OUEST,MBOUDA,Balatchi,9096,368,374,374,2103,1707,349,1333,625,544,408,470
OUEST,MBOUDA,Balepo,17172,695,706,707,3970,3222,659,2516,1180,1026,770,887
OUEST,MBOUDA,Bamelo,7721,312,317,318,1785,1449,296,1131,531,461,346,399
OUEST,MBOUDA,Bamendjinda,14666,593,603,604,3391,2752,563,2149,1008,877,658,758
OUEST,MBOUDA,Bamenkombo,11860,480,488,488,2742,2225,455,1738,815,709,532,613
OUEST,MBOUDA,Bamesso,4516,183,186,186,1044,847,173,662,310,270,203,233
OUEST,MBOUDA,Mbouda Nord,34473,1395,1417,1419,7970,6468,1324,5051,2369,2060,1546,1781
OUEST,MBOUDA,Mbouda-Ouest,24849,1006,1022,1023,5745,4663,954,3641,1707,1485,1114,1284
OUEST,MBOUDA,Mbouda Sud,34443,1394,1416,1417,7963,6463,1322,5047,2367,2059,1545,1780
OUEST,MBOUDA,Toumaka,18163,735,747,747,4199,3408,697,2661,1248,1086,815,938
OUEST,MIFI,Badiembou,17872,723,735,736,4132,3354,686,2619,1228,1068,802,923
OUEST,MIFI,Bapi,4958,201,204,204,1146,930,190,726,341,296,222,256
OUEST,MIFI,Batoukop,10212,413,420,420,2361,1916,392,1496,702,610,458,528
OUEST,MIFI,Baye,3668,148,151,151,848,688,141,537,252,219,164,189
OUEST,MIFI,Djeleng,79017,3198,3248,3252,18269,14826,3034,11578,5430,4722,3544,4082
OUEST,MIFI,Djietcha,8864,359,364,365,2049,1663,340,1299,609,530,398,458
OUEST,MIFI,Djunang,4453,180,183,183,1030,836,171,652,306,266,200,230
OUEST,MIFI,Famla,40336,1632,1658,1660,9326,7569,1549,5910,2772,2411,1809,2084
OUEST,MIFI,Famtchouet Baleng,5713,231,235,235,1321,1072,219,837,393,341,256,295
OUEST,MIFI,Kamkop,31378,1270,1290,1291,7255,5888,1205,4598,2156,1875,1407,1621
OUEST,MIFI,Keuleu,4422,179,182,182,1022,830,170,648,304,264,198,228
OUEST,MIFI,King Place,61136,2474,2513,2516,14135,11471,2347,8958,4201,3654,2742,3159
OUEST,MIFI,Kongso Bamougoum,9534,386,392,392,2204,1789,366,1397,655,570,428,493
OUEST,MIFI,Kouogouo,28077,1136,1154,1155,6491,5268,1078,4114,1929,1678,1259,1451
OUEST,MIFI,Lafe baleng,34535,1398,1420,1421,7985,6480,1326,5060,2373,2064,1549,1784
OUEST,MIFI,Tchada,4284,173,176,176,991,804,164,628,294,256,192,221
OUEST,MIFI,Tocket,14081,570,579,579,3256,2642,541,2063,968,842,632,728
OUEST,MIFI,Tyo,62970,2548,2589,2591,14559,11816,2418,9227,4327,3763,2824,3253
OUEST,MIFI,Wouong,5565,225,229,229,1287,1044,214,815,382,333,250,287
OUEST,MIFI,Yagou,19988,809,822,823,4621,3750,767,2929,1373,1195,896,1033
OUEST,PENKA_MICHEL,Badjegang,2434,98,100,100,563,457,93,357,167,145,109,126
OUEST,PENKA_MICHEL,Balefock,2687,109,110,111,621,504,103,394,185,161,121,139
OUEST,PENKA_MICHEL,Balessing,11078,448,455,456,2561,2079,425,1623,761,662,497,572
OUEST,PENKA_MICHEL,Baloum,3736,151,154,154,864,701,143,547,257,223,168,193
OUEST,PENKA_MICHEL,Bambi (Penka Michel),3751,152,154,154,867,704,144,550,258,224,168,194
OUEST,PENKA_MICHEL,Bamendou-Chefferie,8374,339,344,345,1936,1571,322,1227,575,500,376,433
OUEST,PENKA_MICHEL,Bamendou 2,4908,199,202,202,1135,921,188,719,337,293,220,254
OUEST,PENKA_MICHEL,Bamendou Leo,12507,506,514,515,2892,2347,480,1833,859,748,561,646
OUEST,PENKA_MICHEL,Baneghang,11868,480,488,488,2744,2227,456,1739,816,709,532,613
OUEST,PENKA_MICHEL,Bani-Baloum,1448,59,60,60,335,272,56,212,99,87,65,75
OUEST,PENKA_MICHEL,Bansoa Chefferie,10173,412,418,419,2352,1909,391,1491,699,608,456,526
OUEST,PENKA_MICHEL,Batotcha,4637,188,191,191,1072,870,178,679,319,277,208,240
OUEST,PENKA_MICHEL,Centre urbain,10354,419,426,426,2394,1943,398,1517,711,619,464,535
OUEST,SANTCHOU,Bale,2654,107,109,109,614,498,102,389,182,159,119,137
OUEST,SANTCHOU,Echiock Ngah-Kou,3103,126,128,128,717,582,119,455,213,185,139,160
OUEST,SANTCHOU,Fombap,6716,272,276,276,1553,1260,258,984,461,401,301,347
OUEST,SANTCHOU,Ngwatta,4869,197,200,200,1126,914,187,713,335,291,218,252
OUEST,SANTCHOU,Santchou,21591,874,888,889,4992,4051,829,3164,1484,1290,968,1116
SUD,AMBAM,Abang Minko,7420,232,217,238,1644,1012,203,794,499,326,486,460
SUD,AMBAM,Ambam,36425,1138,1067,1166,8070,4967,996,3899,2448,1603,2387,2256
SUD,AMBAM,Evouzok,1178,37,35,38,261,161,32,126,79,52,77,73
SUD,AMBAM,Ma'an,5851,183,171,187,1296,798,160,626,393,257,383,362
SUD,AMBAM,Mbam Essa Obam,1948,61,57,62,432,266,53,209,131,86,128,121
SUD,AMBAM,Mebang,3402,106,100,109,754,464,93,364,229,150,223,211
SUD,AMBAM,Mefoup,2806,88,82,90,622,383,77,300,189,123,184,174
SUD,AMBAM,Mendjimi,3579,112,105,115,793,488,98,383,240,157,235,222
SUD,AMBAM,Messama ,2504,78,73,80,555,341,68,268,168,110,164,155
SUD,AMBAM,Meyo Centre,7812,244,229,250,1731,1065,214,836,525,344,512,484
SUD,AMBAM,Mfoua,2920,91,86,93,647,398,80,313,196,128,191,181
SUD,AMBAM,Minkan Mengale,2839,89,83,91,629,387,78,304,191,125,186,176
SUD,AMBAM,Ndjazeng,2383,74,70,76,528,325,65,255,160,105,156,148
SUD,AMBAM,Nong,1768,55,52,57,392,241,48,189,119,78,116,110
SUD,AMBAM,Nsessoum,3739,117,110,120,828,510,102,400,251,165,245,232
SUD,AMBAM,Nyabessang,3402,106,100,109,754,464,93,364,229,150,223,211
SUD,DJOUM,Alati,2088,65,61,67,463,285,57,224,140,92,137,129
SUD,DJOUM,Djoum,15602,487,457,499,3456,2127,427,1670,1048,686,1022,966
SUD,DJOUM,Mellen,4393,137,129,141,973,599,120,470,295,193,288,272
SUD,DJOUM,Mfem,2639,82,77,84,585,360,72,283,177,116,173,163
SUD,DJOUM,Mintom,5886,184,172,188,1304,803,161,630,395,259,386,365
SUD,DJOUM,Mveng,5513,172,162,176,1221,752,151,590,370,243,361,341
SUD,DJOUM,Nkolenyeng (Djoum),3205,100,94,103,710,437,88,343,215,141,210,199
SUD,DJOUM,Oveng Fang,4506,141,132,144,998,614,123,482,303,198,295,279
SUD,EBOLOWA,Abang,30256,945,887,969,6703,4126,827,3239,2033,1331,1983,1874
SUD,EBOLOWA,Biba 1,5519,172,162,177,1223,753,151,591,371,243,362,342
SUD,EBOLOWA,Bissam,4594,143,135,147,1018,626,126,492,309,202,301,285
SUD,EBOLOWA,Bitsogman,1706,53,50,55,378,233,47,183,115,75,112,106
SUD,EBOLOWA,Biwong Bane,6606,206,194,211,1464,901,181,707,444,291,433,409
SUD,EBOLOWA,Dispensaire Urbain,41189,1286,1207,1319,9125,5616,1126,4409,2768,1812,2699,2551
SUD,EBOLOWA,Doum,4965,155,145,159,1100,677,136,532,334,218,325,308
SUD,EBOLOWA,Efoulan (Ebolowa),12593,393,369,403,2790,1717,344,1348,846,554,825,780
SUD,EBOLOWA,Enongal,64194,2005,1881,2055,14221,8753,1756,6872,4313,2824,4207,3976
SUD,EBOLOWA,Ma'amezam,10061,314,295,322,2229,1372,275,1077,676,443,659,623
SUD,EBOLOWA,Mefo,6252,195,183,200,1385,853,171,669,420,275,410,387
SUD,EBOLOWA,Melangue 1,6785,212,199,217,1503,925,186,726,456,299,445,420
SUD,EBOLOWA,Mengong,11755,367,344,376,2604,1603,321,1258,790,517,770,728
SUD,EBOLOWA,Meyo Ville,5937,185,174,190,1315,809,162,636,399,261,389,368
SUD,EBOLOWA,Ngoulemakong (Ebolowa),9534,298,279,305,2112,1300,261,1021,641,419,625,591
SUD,EBOLOWA,Ngoulessaman,6866,214,201,220,1521,936,188,735,461,302,450,425
SUD,EBOLOWA,Nkoetye,5162,161,151,165,1144,704,141,553,347,227,338,320
SUD,EBOLOWA,Nnemeyong 3,5723,179,168,183,1268,780,157,613,385,252,375,354
SUD,EBOLOWA,Soumou,2967,93,87,95,657,405,81,318,199,131,194,184
SUD,KRIBI,Bandevouri,4450,139,130,142,986,607,122,476,299,196,292,276
SUD,KRIBI,Campo,6118,191,179,196,1355,834,167,655,411,269,401,379
SUD,KRIBI,Elog - Batindi,8203,256,240,263,1817,1119,224,878,551,361,538,508
SUD,KRIBI,Grand Batanga,9105,284,267,291,2017,1241,249,975,612,401,597,564
SUD,KRIBI,Kribi,76401,2386,2239,2446,16926,10418,2089,8179,5134,3362,5007,4732
SUD,KRIBI,Londji,10977,343,322,351,2432,1497,300,1175,738,483,719,680
SUD,KRIBI,Nkollo,3325,104,97,106,737,453,91,356,223,146,218,206
SUD,KYE-OSSI,Kye-Ossi Urbain,12590,393,369,403,2789,1717,344,1348,846,554,825,780
SUD,KYE-OSSI,Kye-Ossi Rural,6478,202,190,207,1435,883,177,693,435,285,425,401
SUD,KYE-OSSI,Meyo-Nkoulou,9228,288,270,295,2044,1258,252,988,620,406,605,572
SUD,KYE-OSSI,Mekomo,5361,167,157,172,1188,731,147,574,360,236,351,332
SUD,KYE-OSSI,Nsana,3886,121,114,124,861,530,106,416,261,171,255,241
SUD,LOLODORF,Akom Bikoe,3877,121,114,124,859,529,106,415,261,171,254,240
SUD,LOLODORF,Atog Boga,2286,71,67,73,507,312,63,245,154,101,150,142
SUD,LOLODORF,Bipindi,7551,236,221,242,1673,1030,207,808,507,332,495,468
SUD,LOLODORF,Elon,4628,145,136,148,1025,631,127,495,311,204,303,287
SUD,LOLODORF,Lolodorf,10085,315,296,323,2234,1375,276,1080,678,444,661,625
SUD,LOLODORF,Melondo,1453,45,43,47,322,198,40,156,98,64,95,90
SUD,LOLODORF,Mvengue,9477,296,278,303,2100,1292,259,1015,637,417,621,587
SUD,LOLODORF,Ngovayang,3165,99,93,101,701,432,87,339,213,139,207,196
SUD,LOLODORF,Nkoampoer,1619,51,47,52,359,221,44,173,109,71,106,100
SUD,MEYOMESSALA,Bengbis,8041,251,236,257,1781,1096,220,861,540,354,527,498
SUD,MEYOMESSALA,Ekong,5215,163,153,167,1155,711,143,558,350,229,342,323
SUD,MEYOMESSALA,Enyeng,4941,154,145,158,1095,674,135,529,332,217,324,306
SUD,MEYOMESSALA,Koum Yetotan,3124,98,92,100,692,426,85,334,210,137,205,193
SUD,MEYOMESSALA,Mbometa'a,5658,177,166,181,1253,771,155,606,380,249,371,350
SUD,MEYOMESSALA,Mekas,2962,92,87,95,656,404,81,317,199,130,194,183
SUD,MEYOMESSALA,Mengon,6461,202,189,207,1431,881,177,692,434,284,423,400
SUD,MEYOMESSALA,Messok (Meyomessala),8391,262,246,269,1859,1144,229,898,564,369,550,520
SUD,MEYOMESSALA,Meyomessala (Meyomessala),11852,370,347,379,2626,1616,324,1269,796,521,777,734
SUD,MEYOMESSALA,Ngoasse,3874,121,114,124,858,528,106,415,260,170,254,240
SUD,MEYOMESSALA,Nkolenyeng (Meyomessala),8859,277,260,284,1963,1208,242,948,595,390,581,549
SUD,MEYOMESSALA,Olembe,2831,88,83,91,627,386,77,303,190,125,186,175
SUD,MVANGAN,Amvom,4386,137,129,140,972,598,120,470,295,193,287,272
SUD,MVANGAN,Biwong Bulu,10023,313,294,321,2221,1367,274,1073,673,441,657,621
SUD,MVANGAN,Endengue,4293,134,126,137,951,585,117,460,288,189,281,266
SUD,MVANGAN,Koungoulou,5850,183,171,187,1296,798,160,626,393,257,383,362
SUD,MVANGAN,Mvangan,7516,235,220,241,1665,1025,206,805,505,331,493,466
SUD,MVANGAN,Nselang,5271,165,154,169,1168,719,144,564,354,232,345,326
SUD,NIETE,Hevecam 1,23405,731,686,749,5185,3191,640,2506,1573,1030,1534,1450
