ADM2_FR,Attack Rate,cases,deaths,Pop_Density,Percentage_displaced_population,displaced_population,Poverty,Percentage_Vulnerable_Population,Lack of HCF,Country,Hazard and Exposure,Vulnerability,Lack of Coping Capacity,Risk
BENI,2.6772356925848824,2.0697167755991286,,,3.9680864783608523,2.6938997513562386,3.2633864224709757,3.062047658647607,8.25837204044552,1.0638297872340425,,3.431173519826478,8.25837204044552,4.637973149981239
BIKORO,2.9932692108669796,3.120987654320987,,0.39638808,,,7.945401165506412,,6.242150971855479,1.6595744680851063,0.39638808,7.945401165506412,6.242150971855479,4.861313407019419
BOENDE,2.424026991273216,1.9830246913580245,,0.2776636,,,8.539683526166234,,7.7231653123250945,0.8936170212765958,0.2776636,8.539683526166234,7.7231653123250945,5.513504142338398
BOKUNGU,1.206865083969736,1.390946502057613,,0.20003405,,,8.697289958412068,,9.436503908244267,0.7659574468085105,0.20003405,8.697289958412068,9.436503908244267,6.111275972929964
BOLOBO,2.0968427924014863,1.5775034293552812,,0.4973737,,,5.913832658416078,2.1344208030845073,,2.5106382978723403,0.4973737,4.024126730750293,,2.8485423872141644
BOLOMBA,2.7591212667494487,2.4459876543209873,,0.26913813,,,9.615575563509598,,9.019092687844415,0.8085106382978724,0.26913813,9.615575563509598,9.019092687844415,6.301268792973133
BOMA,2.7685554071840373,1.2490922294843863,,,,,,,,5.829787234042553,,,,
BOMONGO,2.290300386772053,1.6858237547892718,,0.14612727,,,8.469307286217886,,7.310870020398321,0.7234042553191489,0.14612727,8.469307286217886,7.310870020398321,5.308768191762732
BONDO,4.011268228015909,3.7242798353909468,,0.105867766,,,8.563443161603482,,5.050688790101669,1.6595744680851063,0.105867766,8.563443161603482,5.050688790101669,4.573333239183007
BONGANDANGA,2.932372359613621,1.5637860082304524,,0.4367302,,,8.218672864888232,,9.545822204129028,0.8936170212765958,0.4367302,8.218672864888232,9.545822204129028,6.067075091676661
BOSOBOLO,4.479380671164936,3.153759820426487,,0.3916888,,,7.081818464311239,,7.2511042326075845,1.4042553191489362,0.3916888,7.081818464311239,7.2511042326075845,4.908203830272151
BULUNGU,1.099493824844446,1.604938271604938,,1.0961235,,,6.16611590554315,2.135643880740947,,,1.0961235,4.150879893142049,,3.1326277477463513
BUMBA,1.2640812679119133,1.671415004748338,,0.65716255,,,7.525671306627641,,7.472618458835594,3.4893617021276593,0.65716255,7.525671306627641,7.472618458835594,5.218484104191582
BUNIA,1.5381131744143552,0.49382716049382713,,,,,,,6.503002811680518,0.7659574468085105,,,6.503002811680518,6.503002811680518
BUSINGA,1.1714697032679884,1.1909949164851124,,0.49320486,,,7.633230188464644,,7.190015634455982,2.0851063829787235,0.49320486,7.633230188464644,7.190015634455982,5.105483561599992
BUTA,0.7901701200097422,0.4089506172839506,,0.24435684,,,8.523174875157375,,7.648463251054452,0.8936170212765958,0.24435684,8.523174875157375,7.648463251054452,5.471998322353584
BUTEMBO,0.2518203946407214,0.37037037037037035,,,2.2143273625209696,2.047678970917226,0.7954486601825096,3.061347929500373,3.9820618563028285,5.957446808510638,,2.0237079840679506,3.9820618563028285,2.51329645212667
DEKESE,4.842930805341565,2.735542560103964,,0.13658,,,7.49061946490165,,7.341883239674371,0.553191489361702,0.13658,7.49061946490165,7.341883239674371,4.989694236621382
DEMBA,1.0882810188899075,1.604938271604938,,1.8364314,,,7.1576361354785885,,7.960103725412238,2.3404255319148937,1.8364314,7.1576361354785885,7.960103725412238,5.651390414992478
DIBAYA,0.6105144543133827,0.5967078189300411,,1.9861138,,,6.9873042921304895,,7.476005724546331,1.8297872340425527,1.9861138,6.9873042921304895,7.476005724546331,5.483141267791403
DJOLU,1.1479887154044457,0.8024691358024691,,0.24253353,,,8.080930169761768,,7.030589833527457,1.4893617021276595,0.24253353,8.080930169761768,7.030589833527457,5.118017846018156
DUNGU,2.883973951875597,1.4567901234567902,,0.095835105,,,8.441787002920469,,,3.4468085106382977,0.095835105,8.441787002920469,,4.268811053752581
FARADJE,0.5307307184404509,0.34132171387073346,,0.55501705,,,7.012883155103051,0.0,3.731447715353718,2.6808510638297873,0.55501705,3.5064415775515254,3.731447715353718,2.824836981134433
FIZI,2.7799853835838073,4.00909681611436,,0.7787648,2.974574306449926,2.9255664826317003,4.515075701898347,6.228609926386812,3.220480324934077,7.021276595744681,0.7787648,4.572753311578362,3.220480324934077,3.54350100880105
GEMENA,2.6301556979889402,4.005486968449931,,1.309492,,,7.194270401462779,,9.211648120011494,1.872340425531915,1.309492,7.194270401462779,9.211648120011494,5.9051368378236795
GOMA,0.5529228093908587,0.9686609686609686,,,1.6803241828698585,1.754958812052894,,3.0611338517506184,9.549491543627846,1.0638297872340425,,2.3707290173102384,9.549491543627846,4.763649859416108
GUNGU,2.4371363972917446,2.444444444444444,,0.62214005,,,6.183711232503164,2.135256316969586,,8.72340425531915,0.62214005,4.159483774736375,,2.980369199802379
IDIOFA,0.2705422925402429,0.6095679012345678,,0.79754424,,,6.526669641490371,7.656430673036408,1.3900336619717049,,0.79754424,7.09155015726339,1.3900336619717049,4.092669554362505
IDJWI,1.568313281949345,0.8281893004115226,,,4.18200666875702,1.9603466386554624,4.191966274095481,4.880197625921674,0.02989159722043766,3.404255319148936,,4.418056856258058,0.02989159722043766,3.321015541498653
IKELA,1.5596849025766775,1.009440813362382,,0.18024875,,,8.751693726545275,,8.658266081249359,0.7234042553191489,0.18024875,8.751693726545275,8.658266081249359,5.8634028533436675
ILEBO,1.9032452080928606,2.0202020202020203,,0.74831426,,,6.426411145665196,,5.002203447025556,3.6170212765957444,0.74831426,6.426411145665196,5.002203447025556,4.058976284709072
INGENDE,1.9661963978743375,1.0061728395061729,,0.23067714,,,8.743251409342808,,6.406859501982058,1.276595744680851,0.23067714,8.743251409342808,6.406859501982058,5.126929351354721
INONGO,3.2640230433482036,3.256172839506173,,0.25254953,,,7.788437856812306,2.1348497832485944,,8.76595744680851,0.25254953,4.96164382003045,,3.3919457230455072
ISANGI,0.6787741207464857,0.7407407407407407,,0.6659767,,,7.663860341666587,,5.091467650205046,3.6595744680851054,0.6659767,7.663860341666587,5.091467650205046,4.473768231679532
ISIRO,3.9059934733733463,2.4017957351290686,,5.9434185,,,3.5695752151890865,,3.880276917682865,0.46808510638297873,5.9434185,3.5695752151890865,3.880276917682865,4.464423545226523
KABAMBARE,2.528895281981355,2.5185185185185186,,0.39215314,,,7.047849620435529,1.7099596301167905,3.325159783017824,3.8723404255319154,0.39215314,4.37890462527616,3.325159783017824,3.118780544363224
KABARE,0.6057324894096854,0.4820693709582598,,3.8348315,1.1671849704175992,1.2657563025210083,3.4507939467387594,4.878994328069622,8.394130078776515,2.553191489361702,3.8348315,3.1656577484086603,8.394130078776515,4.345186960042808
KABINDA,1.5101121242972326,1.5569272976680384,,0.7339695,,,6.992892572078835,5.736152695051878,6.006712311923327,3.7872340425531914,0.7339695,6.364522633565357,6.006712311923327,4.867431772163909
KAHEMBA,0.2790374622824012,0.2204585537918871,,0.29251269,,,6.332629361717891,2.1336044098939633,4.481455763997921,2.936170212765958,0.29251269,4.233116885805927,4.481455763997921,3.310050555167569
KALEHE,1.2832341932219606,0.6172839506172839,,3.0595107,2.8624123782612774,2.8176312143270743,4.750145038243938,4.878790462560259,5.322095083461788,5.063829787234042,3.0595107,4.163782626355158,5.322095083461788,4.174590734076498
KAMIJI,2.645397330787309,1.2563543936092956,,2.92758,,,6.687504161728083,5.7369673518976905,9.543872603270499,0.0851063829787234,2.92758,6.212235756812887,9.543872603270499,6.2239810587688975
KAMITUGA,3.1003473637228076,0.35665294924554186,,,,,,,7.118190175101578,0.1276595744680851,,,7.118190175101578,7.118190175101578
KANIAMA,1.5167772353567213,1.1604938271604937,,0.54473245,,,7.128306253050303,8.6852223801751,8.344128980803854,0.7659574468085105,0.54473245,7.906764316612701,8.344128980803854,6.17559751636704
KAPANGA,0.3675914777359632,0.18518518518518517,,0.316382,,,6.628028925055446,8.683664367281924,6.75029820720777,1.148936170212766,0.316382,7.655846646168685,6.75029820720777,5.594593372613679
KASONGO,2.40577152427224,2.512708787218591,,0.65465117,,,7.588772833695384,1.244233980056334,4.294058925651556,4.76595744680851,0.65465117,4.416503406875859,4.294058925651556,3.445429226102955
KENGE,0.45350114070261494,0.5925925925925927,,0.5086108,2.161678412126189,1.7410714285714284,6.320337816455277,2.135457874677663,0.0,8.51063829787234,0.5086108,3.5391580344197098,0.0,2.225216977653321
KIMVULA,3.3685612797850903,0.5349794238683128,,0.23113774,,,7.222801164839945,,1.0510228483505877,0.8936170212765958,0.23113774,7.222801164839945,1.0510228483505877,2.8349872502741102
KINDU,2.7990536920959244,2.3765432098765435,,,,,1.9966341695573886,1.2439741133588063,3.9713441701142984,2.127659574468085,,1.6203041414580974,3.9713441701142984,2.4039841510101643
KIRI,4.794113172111415,5.246913580246914,,0.22186159,,,8.660154053087773,2.135217715179302,,3.404255319148936,0.22186159,5.397685884133537,,3.672411118080589
KOLE,3.314610857628562,2.3633156966490296,,0.0003682964,,,7.913209657872658,5.730902880627213,5.468327546261246,1.106382978723404,0.0003682964,6.822056269249936,5.468327546261246,4.778202095290673
KONGOLO,2.2693978973032958,2.2757201646090537,,1.1878892,2.0649221259527355,1.412823026916671,6.838145316502898,8.68532228488493,9.541436623785593,0.5957446808510638,1.1878892,5.862796575780187,9.541436623785593,5.663543113891308
KUNGU,3.344673787465444,2.9958847736625516,,0.7520905,,,8.352419183420484,,9.955553280822176,0.2978723404255319,0.7520905,8.352419183420484,9.955553280822176,6.353354325982956
KWAMOUTH,4.589078328310222,1.1358024691358024,,0.1161753,,,7.249945365379532,2.1377397257014805,,2.25531914893617,0.1161753,4.693842545540506,,3.167953464151339
LIBENGE,1.088258613454503,1.4150047483380814,,0.45970416,,,7.173456088518549,,9.40274331042468,0.5106382978723404,0.45970416,7.173456088518549,9.40274331042468,5.678634519877846
LIKASI,1.7828392790229912,0.5218855218855218,,,,,,8.685210345352205,,6.382978723404255,,8.685210345352205,,8.685210345352205
LISALA,2.0550597219073095,2.2222222222222223,,0.6471193,,,7.6119411270021455,,7.308863287771178,2.595744680851064,0.6471193,7.6119411270021455,7.308863287771178,5.189307899483157
LODJA,2.3918676141807733,2.197530864197531,,1.6520215e-05,,,6.298126223548056,5.7358770405205215,8.176044347086448,1.3191489361702127,1.6520215e-05,6.0170016320342885,8.176044347086448,5.052516032842396
LOMELA,2.61236875580738,1.3798111837327522,,0.000111431575,,,4.083154656474318,5.738833083542874,1.4363727471584458,2.212765957446808,0.000111431575,4.910993870008596,1.4363727471584458,2.8146179796875654
LUBUMBASHI,0.3151492948882431,1.545679012345679,,,,,,8.685307385301002,,,,8.685307385301002,,8.685307385301002
LUEBO,2.9018746127621706,2.8806584362139915,,1.1247046,,,6.8853479748165105,,6.554876800515835,1.9574468085106385,1.1247046,6.8853479748165105,6.554876800515835,4.854976458237613
LUIZA,1.135164546800491,1.0518518518518518,,1.204368,,,6.560236710433963,,7.796229710531059,2.765957446808511,1.204368,6.560236710433963,7.796229710531059,5.186944805409056
LUKOLELA,1.065252783629777,1.5458937198067633,,0.30022174,,,7.970779373130464,,7.847843126863971,0.553191489361702,0.30022174,7.970779373130464,7.847843126863971,5.3729480803979754
LUKULA,2.6000198882212096,1.8713450292397662,,1.0346056,,,7.744918696480177,,,8.51063829787234,1.0346056,7.744918696480177,,4.389762159385871
LUOZI,0.9166574971028822,0.44753086419753085,,0.3823397,,,7.0920618410013105,,,4.638297872340425,0.3823397,7.0920618410013105,,3.737200763578315
LUSAMBO,3.3381005485157322,2.2134038800705467,,0.22910726,,,7.494551018969685,5.737993192846453,6.986246636369846,1.3191489361702127,0.22910726,6.6162721059080685,6.986246636369846,5.111974527222506
MAHAGI,0.09884937988207827,0.2541757443718228,,4.5284505,1.7864904758492395,2.469153250902452,5.734707839614278,,9.527087150310628,1.6170212765957448,4.5284505,3.760599157731759,9.527087150310628,5.394183988704584
MAKANZA,2.3477443329845626,0.5667789001122334,,0.282173,,,8.77149223781328,,10.0,0.0425531914893617,0.282173,8.77149223781328,10.0,6.351221748513317
MALEMBA-NKULU,1.754089218345247,0.8576998050682262,,2.5096178,,,5.839557891302321,8.684541349271393,9.122936458037621,1.6595744680851063,2.5096178,7.262049620286858,9.122936458037621,6.5391633760230725
MASI-MANIMBA,0.5674149347827273,0.7716049382716049,,0.6854465,6.790786358614604,5.758928571428571,6.130565105340173,2.1352581943453144,,,0.6854465,5.01886988610003,,3.935514039769572
MASISI,0.15118740335368722,0.5723905723905723,,4.5722566,1.7115291579619085,3.1229992340626103,3.806301489552659,3.0613420797775843,9.171776653486887,3.2340425531914896,4.5722566,2.859724242430717,9.171776653486887,4.464641189174607
MATADI,1.3137730656935274,1.7473884140550806,,,,,,,,5.404255319148936,,,,
MBANDAKA,1.8922334720261025,1.4168136390358612,,8.208126,,,5.9207927426121,,7.632686524841419,1.3191489361702127,8.208126,5.9207927426121,7.632686524841419,7.2538684451895845
MBANZA-NGUNGU,0.7041017061879826,0.9382716049382716,,0.8525762,,,6.857585776127451,,,10.0,0.8525762,6.857585776127451,,3.855080986160573
MITWABA,1.3610456020499273,0.8209876543209876,,0.3945233,,,6.792995032296335,8.68600544323381,6.468480167718699,1.4893617021276595,0.3945233,7.739500237765073,6.468480167718699,5.585500984007192
MOANDA,1.620959629528955,2.1141975308641974,,0.48036784,,,4.42022133734635,,2.780605574207785,3.1063829787234045,0.48036784,4.42022133734635,2.780605574207785,2.5603982502968434
MOBA,1.2591141556589673,1.6666666666666667,,0.6012775,2.037930077448794,1.3030805105547374,6.1752482507268125,,7.407119675716958,1.7872340425531916,0.6012775,4.106589164087803,7.407119675716958,4.055393868620312
MOBAYI-MBONGO,2.492214798152882,2.4874256973022404,,0.23321804,,,6.9813211968521,,3.880937295639057,0.8936170212765958,0.23321804,6.9813211968521,3.880937295639057,3.6984921788445817
MONKOTO,2.7917767535686635,2.8148148148148144,,0.05056322,,,8.559069226551724,,9.758565453502426,0.0851063829787234,0.05056322,8.559069226551724,9.758565453502426,6.122732633329616
MUSHIE,3.2813575126093357,4.514991181657848,,0.15471156,,,6.038374575165153,2.134482531026581,,3.6170212765957444,0.15471156,4.0864285530958675,,2.775856221868866
MWEKA,2.0465274851791304,1.9753086419753088,,0.7803146,,,7.370177727261234,,3.279564737676889,6.085106382978723,0.7803146,7.370177727261234,3.279564737676889,3.810019029749221
MWENGA,1.110380857825598,1.4609053497942386,,0.75340676,2.599778902422138,2.264878509877484,5.599827989065878,,4.772303655317137,4.680851063829787,0.75340676,4.0998034457440085,4.772303655317137,3.4313293274704844
NGANDAJIKA,1.6048792577846198,2.5102880658436213,,2.2446833,,,7.0401616840823,5.736704568194399,8.109252599356024,2.3404255319148937,2.2446833,6.388433126138349,8.109252599356024,5.78270052932969
NIANGARA,2.138891338043819,2.9861111111111107,,0.21733569,,,8.895415159975075,,2.274717724131289,1.106382978723404,0.21733569,8.895415159975075,2.274717724131289,3.795822856731324
NIOKI,5.0628980245811865,1.9825708061002179,,3.1165833,,,1.7998197694291662,,,0.2978723404255319,3.1165833,1.7998197694291662,,2.4582015583748613
NYIRAGONGO,1.3624307133356452,1.1934156378600822,,,3.022950266366259,3.307743658210948,0.7856010867104368,3.0611338517506184,9.549491543627846,0.5106382978723404,,2.2898950682757717,9.549491543627846,4.10479418711379
OSHWE,3.048743572040647,3.324514991181658,,0.11355156,,,7.872231722522606,2.134634728884703,0.1419582185821664,4.212765957446808,0.11355156,5.003433225703654,0.1419582185821664,2.565594056763383
POPOKABAKA,3.879823100483729,2.333333333333333,,0.41896257,,,6.50510368721425,2.1350802068755015,2.613749327488387,1.7446808510638296,0.41896257,4.320091947044876,2.613749327488387,2.9182239474057003
RUNGU,2.2791219222205936,1.585445094217024,,0.38509843,,,8.11995468913383,,0.8716285235084394,3.3191489361702127,0.38509843,8.11995468913383,0.8716285235084394,3.125560546725458
RUTSHURU,0.46258674313080395,0.9551656920077973,,3.551747,2.437897501490705,3.636597610574479,5.157375178416518,3.0612394690991525,9.079276125816193,2.8510638297872344,3.551747,3.5521707163354583,9.079276125816193,4.657507071697301
SEKE-BANZA,5.785807484514588,4.172839506172839,,1.1854519,,,6.61886084004977,,,4.51063829787234,1.1854519,6.61886084004977,,3.902156352622999
TSHIKAPA,0.9556034727684354,0.5925925925925926,,,,,0.0,,5.8047580696757395,1.7872340425531916,,0.0,5.8047580696757395,2.9023790348378697
TSHUMBE,,2.8205128205128203,,0.0,,,,,,,0.0,,,0.0
UBUNDU,1.4432089076713934,0.877914951989026,,0.123751745,,,8.808357415866507,,3.2272173911677795,2.723404255319149,0.123751745,8.808357415866507,3.2272173911677795,4.0531088505540795
UVIRA,4.325608915686149,4.6419753086419755,,3.4568415,2.7375478088133134,2.7194140050781774,3.9598351919045283,4.878066717078123,4.413179224427386,6.042553191489361,3.4568415,3.858483239265322,4.413179224427386,3.889094082206877
WALIKALE,0.5556146033804261,0.6604938271604938,,0.3472783,3.0489858414289595,2.5666988416988414,7.2701283365961284,3.0604041063992797,9.586630689984037,0.6808510638297872,0.3472783,4.459839428141456,9.586630689984037,4.662685454271177
WALUNGU,0.2691854896343941,0.38159371492704824,,7.4463663,2.589919270288953,2.4071898496240602,4.217211312675768,4.878710174027531,7.176314366570036,2.936170212765958,7.4463663,3.895280252330751,7.176314366570036,5.261704286736384
WATSA,1.0972220291963286,0.6035665294924555,,0.32693955,,,6.741308490025798,,4.323771532342139,2.0851063829787235,0.32693955,6.741308490025798,4.323771532342139,3.7973398584634404
YAHUMA,4.702627606435074,1.8636096413874188,,0.12079238,,,8.329025637668238,,7.092400250228685,0.7234042553191489,0.12079238,8.329025637668238,7.092400250228685,5.180739423120786
YUMBI,2.4545458608548207,1.1546840958605664,,1.4587363,,,5.915353780180852,2.1423505654763213,0.4270005925726146,1.4468085106382977,1.4587363,4.028852172828587,0.4270005925726146,2.485860309674558
ZONGO,4.566906431255281,1.6666666666666665,,1.5222275,,,7.083620770019577,,5.536574888978284,0.425531914893617,1.5222275,7.083620770019577,5.536574888978284,4.714141061569641
KABALO,2.240587542066563,1.6144349477682811,,0.3374108,3.4695064414402723,1.593442932728647,7.0715238429883716,8.686255927103435,8.030666206262392,0.7659574468085106,0.3374108,6.409095403844026,8.030666206262392,5.519072645080806
KALEMIE,1.754321647824097,1.2560386473429952,,0.6750952,2.78914890758731,2.5388023630504835,5.585966741498229,8.684861177184558,8.648419879824125,1.5319148936170213,0.6750952,5.686658942090033,8.648419879824125,5.276698381326572
KAMINA,0.4661329049468342,0.5925925925925926,,0.46460542,,,6.308041729874488,8.686112431264958,9.001846732288138,1.1914893617021276,0.46460542,7.497077080569722,9.001846732288138,6.115151578563863
KANANGA,0.12001464517435616,0.23319615912208505,,,,,4.675783416879956,,9.932718118694053,0.7234042553191489,,4.675783416879956,9.932718118694053,7.304250767787005
KASAJI,4.071314479038929,0.49382716049382713,,8.352262,,,1.1298592337093314,,,,8.352262,1.1298592337093314,,4.741060388491628
KASONGO-LUNDA,2.5124913759527745,2.6474622770919067,,0.3631111,,,6.481067446741244,2.136598879084142,4.850909653454832,5.0212765957446805,0.3631111,4.308833162912693,4.850909653454832,3.4579217719554265
KIBOMBO,1.213958004197739,0.8395061728395061,,0.1531544,,,7.2582658222921745,1.2475304656392199,2.5211954072493894,1.872340425531915,0.1531544,4.252898143965697,2.5211954072493894,2.7950365245380127
KIPUSHI,1.6694169547766682,1.2721417069243157,,1.1070981,,,6.278808202717551,8.685242692988144,,6.170212765957447,1.1070981,7.482025447852847,,5.357049666091759
LUBUTU,1.8533721527147642,1.2894375857338818,,0.21805918,,,7.089580268130128,1.2414861719909314,3.1592121634832613,1.8297872340425527,0.21805918,4.16553322006053,3.1592121634832613,2.9270844464428434
MANONO,1.4822859346719717,2.123456790123457,,0.6491816,2.276991916783732,2.0719734628326707,6.81826484823595,8.68523187109476,4.046154032798155,5.74468085106383,0.6491816,5.92682954537148,4.046154032798155,4.495164854659595
NYUNZU,2.2755454368442654,2.045088566827697,,0.30437982,4.1606041004822725,2.307626772082879,6.979382984044118,8.68593345320323,8.748253492340282,0.553191489361702,0.30437982,6.608640179243207,8.748253492340282,5.775710770178715
SANDOA,0.7374587929696547,0.5185185185185185,,0.37268576,,,6.73268616583457,8.684357843655835,5.487615896138413,2.170212765957447,0.37268576,7.708522004745203,5.487615896138413,5.319336416472112
TSHELA,0.31167330900199075,0.2469135802469136,,1.3229303,,,7.389302472177461,,1.9827552518392917,4.170212765957447,1.3229303,7.389302472177461,1.9827552518392917,3.5649960200050965
YAKOMA,0.567666322933505,0.3765432098765432,,0.28881255,,,7.405363914391482,,4.975558351220311,2.25531914893617,0.28881255,7.405363914391482,4.975558351220311,4.223244937844643
BUKAMA,1.049588698404912,1.2283950617283952,,1.107461,,,6.857402739867297,8.685388824929873,8.710815317602504,2.4680851063829787,1.107461,7.771395782398585,8.710815317602504,6.340266964511661
FESHI,0.6965297532453117,0.49382716049382713,,0.24074009,,,6.649564705604076,2.137844661065853,3.3975413731118977,3.1063829787234045,0.24074009,4.393704683334965,3.3975413731118977,3.106422707597606
KASENGA,1.0492485914921514,1.3333333333333333,,0.5157168,,,7.115893503892311,8.685189632216092,3.8644223533673614,5.23404255319149,0.5157168,7.9005415680542015,3.8644223533673614,5.045305570157179
KINSHASA,0.012596341754898056,0.22927689594356263,,10.0,,,4.161730725849091,1.1750869360422591,5.529697452633876,,10.0,2.6684088309456753,5.529697452633876,5.216628778631307
OPALA,1.4717764641502742,0.7561728395061728,,0.16843589,,,8.84993384388437,,2.81258693838984,2.4255319148936167,0.16843589,8.84993384388437,2.81258693838984,3.943652222925492
PANGI,2.1127504442312603,2.0411522633744856,,0.45023862,,,8.608456950287653,1.8907030734216934,,5.872340425531916,0.45023862,5.249580011854674,,3.6497995463279254
POKO,0.5211745303196341,0.23148148148148145,,0.2400732,,,9.156978502558642,,1.596594926356623,2.4255319148936167,0.2400732,9.156978502558642,1.596594926356623,3.664548877651931
PUNIA,1.4555795106496336,2.939814814814815,,0.18945055,,,8.54672421552144,1.2429508409046222,2.2705036743974603,1.7446808510638296,0.18945055,4.894837528213031,2.2705036743974603,3.062407319480659
KABONGO,0.14097669673914953,0.21604938271604937,,1.2057385,,,6.437747964941627,8.685748189756474,9.269013684604694,1.1914893617021276,1.2057385,7.56174807734905,9.269013684604694,6.399562095941727
KAMBOVE,0.7232213086980483,0.701459034792368,,1.0309353,,,6.316584319940338,8.685345543958029,5.438387726820187,5.829787234042553,1.0309353,7.500964931949183,5.438387726820187,5.367813219548536
KATAKO-KOMBE,0.8277804917765836,2.0576131687242802,,0.00015491604,,,10.0,5.736468045557521,6.400927317659424,1.5744680851063833,0.00015491604,7.86823402277876,6.400927317659424,5.534387569813484
MUTSHATSHA,1.9387790538440346,2.1604938271604937,,0.41274142,,,4.760651306206748,8.888025189993158,9.274384689123101,0.851063829787234,0.41274142,6.824338248099953,9.274384689123101,5.833950651994051
PWETO,1.6168636938582859,1.8930041152263373,,0.8348196,,,6.830297843980207,8.68665890359169,2.822457258068969,5.574468085106384,0.8348196,7.758478373785948,2.822457258068969,4.793558405132026
SAKANIA,2.8411205266275976,2.924648786717752,,0.34689337,,,6.068099188962432,8.6817905669588,,4.042553191489361,0.34689337,7.3749448779606155,,5.03226104202425
TSHILENGE,4.183772989158805,4.19753086419753,,4.9121327,,,6.531333355386017,,5.775240557244258,2.936170212765958,4.9121327,6.531333355386017,5.775240557244258,5.73956888421701
LUBERO,0.041935448827980094,0.12345679012345678,,1.6640972,1.3981280056121677,2.162465997310349,5.961974013060058,3.0617582365108893,7.815174258037005,4.9787234042553195,1.6640972,3.473953418394372,7.815174258037005,3.980226340624676
KAILO,3.5181402140661104,2.456140350877193,,0.113132894,,,8.280453478179515,1.243291658695833,,2.5106382978723403,0.113132894,4.761872568437674,,3.212292676971501
DILOLO,0.2988322267149572,0.24691358024691357,,0.5557474,,,7.124543212603464,,5.163918908832394,2.723404255319149,0.5557474,7.124543212603464,5.163918908832394,4.281403170409751
BUDJALA,0.8378339472103362,0.9876543209876543,,0.5726513,,,8.37041828312454,,8.937175152934142,1.148936170212766,0.5726513,8.37041828312454,8.937175152934142,5.960081587571675
KALIMA,,0.7638888888888888,,0.4459827,,,5.672601845809639,,,0.0,0.4459827,5.672601845809639,,3.059292270217747
LUBAO,4.292134831460674,4.019204389574759,,0.44466227,,,6.917864688059673,5.736042761599417,4.628448965032465,4.0,0.44466227,6.326953724829545,4.628448965032465,4.431754671905425
LUBUDI,2.0770608230887224,2.20679012345679,,0.65138215,,,5.443401103417883,8.684749254115093,8.564416786225333,1.276595744680851,0.65138215,7.064075178766489,8.564416786225333,5.835987323006037
MIABI,3.0842044230194663,2.165242165242165,,1.7007867,,,6.3262218806582595,5.73888072314793,5.8713412788112995,2.0,1.7007867,6.032551301903094,5.8713412788112995,4.909307648100738
WAMBA,0.5654723170301263,0.4526748971193415,,0.6702565,,,8.287208290606259,,0.011873807498318456,5.191489361702128,0.6702565,8.287208290606259,0.011873807498318456,2.9897795311934487
BAMBESA,,,,0.1968918,,,9.277615200976001,,4.517642215244058,0.8085106382978724,0.1968918,9.277615200976001,4.517642215244058,4.664049738596396
BANGU,,,,3.2675223,,,2.7979242410117773,,,0.6808510638297872,3.2675223,2.7979242410117773,,3.032723288032134
BARAKA,,,,,,,,,,,,,,
BENA-DIBELE,,,,0.0,,,,,,,0.0,,,0.0
