ADM2_FR,Attack Rate,cases,deaths,Pop_Density,Percentage_displaced_population,displaced_population,Poverty,Percentage_Vulnerable_Population,Lack of HCF,Country,Hazard and Exposure,Vulnerability,Lack of Coping Capacity,Risk
BONDO,0.463537323201951,0.2843601895734597,,0.10586777,,,8.563443161603482,,5.050688790101669,1.6595744680851063,0.10586777,8.563443161603482,5.050688790101669,4.573333241666533
BONGANDANGA,0.1041975075088358,0.1895734597156398,,0.43673024,,,8.218672864888232,,9.545822204129028,0.8936170212765958,0.43673024,8.218672864888232,9.545822204129028,6.067075101610769
BOSOBOLO,0.054649149639019484,0.047393364928909956,,0.3916888,,,7.08181846431124,,7.2511042326075845,1.4042553191489362,0.3916888,7.08181846431124,7.2511042326075845,4.908203830272151
BUKAMA,0.31161284396416994,0.8372827804107424,,1.107461,,,6.857402739867297,8.685388824929873,8.710815317602504,2.4680851063829787,1.107461,7.771395782398585,8.710815317602504,6.340266964511661
BULUNGU,2.11203889734666,1.7377567140600316,,1.0961235,,,6.166115905543151,2.135643880740947,,,1.0961235,4.150879893142049,,3.1326277477463513
BUMBA,1.3423053097800335,0.07898894154818326,,0.65716255,,,7.52567130662764,,7.472618458835594,3.4893617021276597,0.65716255,7.52567130662764,7.472618458835594,5.218484104191582
BUNIA,4.31429535211714,1.7061611374407584,,,,,,,6.503002811680519,0.7659574468085106,,,6.503002811680519,6.503002811680519
BUSINGA,0.32799505754555064,0.41074249605055296,,0.49320486,,,7.633230188464644,,7.190015634455982,2.0851063829787235,0.49320486,7.633230188464644,7.190015634455982,5.105483561599992
BUTA,0.9664672455450372,0.6161137440758294,,0.24435684,,,8.523174875157375,,7.648463251054452,0.8936170212765958,0.24435684,8.523174875157375,7.648463251054452,5.471998322353584
BUTEMBO,0.385869753340301,0.6990521327014219,,,2.2143273625209696,2.047678970917226,0.7954486601825096,3.061347929500373,3.9820618563028285,5.957446808510638,,2.0237079840679506,3.9820618563028285,2.51329645212667
DEKESE,,5.734597156398104,,0.13658,,,7.49061946490165,,7.34188323967437,0.553191489361702,0.13658,7.49061946490165,7.34188323967437,4.989694236621381
DEMBA,1.2588503111113654,2.286729857819905,,1.8364315,,,7.157636135478588,,7.960103725412238,2.3404255319148937,1.8364315,7.157636135478588,7.960103725412238,5.651390454728908
DIBAYA,0.9644825157083137,1.1611374407582937,,1.9861139,,,6.98730429213049,,7.47600572454633,1.829787234042553,1.9861139,6.98730429213049,7.47600572454633,5.483141307527833
DILOLO,0.10865589469034705,0.11058451816745656,,0.5557474,,,7.124543212603464,,5.163918908832394,2.723404255319149,0.5557474,7.124543212603464,5.163918908832394,4.281403170409751
DJOLU,1.871467334215113,1.6113744075829384,,0.24253353,,,8.080930169761768,,7.030589833527458,1.4893617021276595,0.24253353,8.080930169761768,7.030589833527458,5.118017846018156
DUNGU,2.9049942042553547,1.3586097946287519,,0.095835105,,,8.441787002920469,,,3.4468085106382977,0.095835105,8.441787002920469,,4.268811053752581
FARADJE,0.6880218023178214,0.5450236966824644,,0.55501705,,,7.012883155103051,0.0,3.7314477153537187,2.6808510638297873,0.55501705,3.5064415775515254,3.7314477153537187,2.824836981134433
FESHI,0.21707946586221571,0.18957345971563982,,0.24074009,,,6.649564705604076,2.137844661065853,3.3975413731118973,3.1063829787234045,0.24074009,4.393704683334965,3.3975413731118973,3.106422707597606
FIZI,3.396213400424295,1.2322274881516588,,0.7787648,2.974574306449926,2.9255664826317003,4.515075701898347,6.228609926386812,3.220480324934077,7.021276595744681,0.7787648,4.572753311578362,3.220480324934077,3.54350100880105
GEMENA,6.081723509299554,0.09478672985781991,,1.309492,,,7.194270401462778,,9.211648120011494,1.872340425531915,1.309492,7.194270401462778,9.211648120011494,5.905136837823679
GOMA,0.6662034782110421,1.4375987361769353,,,1.6803241828698585,1.7549588120528938,,3.061133851750619,9.549491543627846,1.0638297872340425,,2.3707290173102384,9.549491543627846,4.763649859416108
GUNGU,0.2301680124204774,0.2843601895734597,,0.62214005,,,6.183711232503165,2.135256316969586,,8.72340425531915,0.62214005,4.159483774736375,,2.980369199802379
IDIOFA,0.443997451016263,1.2322274881516586,,0.79754424,,,6.52666964149037,7.656430673036407,1.3900336619717049,,0.79754424,7.091550157263389,1.3900336619717049,4.092669554362505
IDJWI,3.5944936314530858,2.338072669826224,,,4.18200666875702,1.9603466386554624,4.191966274095481,4.880197625921674,0.02989159722043766,3.404255319148936,,4.418056856258058,0.02989159722043766,3.321015541498653
IKELA,1.7091804243250421,1.3625592417061612,,0.18024877,,,8.751693726545275,,8.658266081249359,0.7234042553191489,0.18024877,8.751693726545275,8.658266081249359,5.863402858310721
ILEBO,1.350268927659362,1.7654028436018958,,0.7483142,,,6.426411145665196,,5.002203447025556,3.617021276595745,0.7483142,6.426411145665196,5.002203447025556,4.058976264840857
INGENDE,5.9147869674185465,3.7282780410742493,,0.23067714,,,8.743251409342808,,6.406859501982058,1.276595744680851,0.23067714,8.743251409342808,6.406859501982058,5.126929351354721
INONGO,4.781492764640031,4.407582938388625,,0.25254953,,,7.788437856812305,2.1348497832485944,,8.76595744680851,0.25254953,4.961643820030449,,3.3919457230455072
ISANGI,2.1977255083123244,2.954186413902054,,0.6659767,,,7.663860341666587,,5.091467650205046,3.659574468085106,0.6659767,7.663860341666587,5.091467650205046,4.473768231679532
ISIRO,2.6531689347153464,2.7646129541864135,,5.9434185,,,3.5695752151890865,,3.880276917682865,0.46808510638297873,5.9434185,3.5695752151890865,3.880276917682865,4.464423545226523
KABALO,4.676104728443316,5.308056872037914,,0.3374108,3.4695064414402723,1.593442932728647,7.0715238429883716,8.686255927103435,8.030666206262392,0.7659574468085106,0.3374108,6.409095403844026,8.030666206262392,5.519072645080806
KABAMBARE,2.483872602997494,2.669826224328594,,0.39215314,,,7.047849620435529,1.7099596301167905,3.325159783017824,3.872340425531915,0.39215314,4.37890462527616,3.325159783017824,3.118780544363224
KABARE,1.7920649389207004,1.263823064770932,,3.8348317,1.1671849704175992,1.2657563025210083,3.4507939467387594,4.878994328069622,8.394130078776515,2.553191489361702,3.8348317,3.1656577484086603,8.394130078776515,4.345187007726524
KABINDA,2.961790911029468,0.33175355450236965,,0.7339695,,,6.992892572078835,5.736152695051877,6.006712311923327,3.7872340425531914,0.7339695,6.364522633565356,6.006712311923327,4.867431772163908
KABONGO,0.17574638202928844,0.33175355450236965,,1.2057385,,,6.437747964941627,8.685748189756474,9.269013684604694,1.1914893617021276,1.2057385,7.56174807734905,9.269013684604694,6.399562095941727
KAHEMBA,0.4058339416697289,0.3949447077409163,,0.29251269,,,6.33262936171789,2.1336044098939633,4.481455763997921,2.9361702127659575,0.29251269,4.233116885805927,4.481455763997921,3.310050555167569
KAILO,0.6660729467680173,1.4375987361769351,,0.113132894,,,8.280453478179515,1.243291658695833,,2.5106382978723403,0.113132894,4.761872568437674,,3.212292676971501
KALEHE,4.640014994437329,1.5165876777251186,,3.0595107,2.862412378261278,2.817631214327074,4.750145038243938,4.878790462560259,5.322095083461788,5.063829787234042,3.0595107,4.163782626355158,5.322095083461788,4.174590734076498
KALEMIE,0.6007907226965572,0.9794628751974723,,0.6750952,2.78914890758731,2.538802363050483,5.585966741498229,8.684861177184558,8.648419879824125,1.5319148936170213,0.6750952,5.686658942090033,8.648419879824125,5.276698381326572
KAMBOVE,0.21513903348193594,0.4897314375987361,,1.0309353,,,6.316584319940338,8.685345543958029,5.438387726820187,5.829787234042553,1.0309353,7.500964931949183,5.438387726820187,5.367813219548536
KAMIJI,2.807092537942433,0.6951026856240127,,2.92758,,,6.687504161728083,5.7369673518976905,9.543872603270499,0.0851063829787234,2.92758,6.212235756812887,9.543872603270499,6.2239810587688975
KAMINA,2.360707601178587,0.41074249605055296,,0.46460542,,,6.308041729874488,8.686112431264958,9.001846732288138,1.1914893617021276,0.46460542,7.497077080569722,9.001846732288138,6.115151578563863
KAMITUGA,4.106561741140416,0.7898894154818326,,,,,,,7.118190175101578,0.1276595744680851,,,7.118190175101578,7.118190175101578
KANANGA,0.1122107775671014,0.2685624012638231,,,,,4.675783416879956,,9.932718118694053,0.7234042553191489,,4.675783416879956,9.932718118694053,7.304250767787005
KANIAMA,1.6176198857202273,1.169036334913112,,0.54473245,,,7.128306253050303,8.6852223801751,8.344128980803854,0.7659574468085106,0.54473245,7.906764316612701,8.344128980803854,6.17559751636704
KAPANGA,0.3309598753337846,0.20537124802527648,,0.316382,,,6.628028925055446,8.683664367281924,6.750298207207769,1.148936170212766,0.316382,7.655846646168685,6.750298207207769,5.594593372613679
KASAJI,1.302251096487987,0.9636650868878357,,8.352262,,,1.1298592337093314,,,,8.352262,1.1298592337093314,,4.741060388491628
KASENGA,0.2422276400722803,0.37914691943127965,,0.5157168,,,7.115893503892311,8.685189632216092,3.8644223533673614,5.23404255319149,0.5157168,7.9005415680542015,3.8644223533673614,5.045305570157179
KASONGO,0.7566897179419971,1.1532385466034756,,0.65465117,,,7.5887728336953835,1.244233980056334,4.294058925651556,4.76595744680851,0.65465117,4.416503406875859,4.294058925651556,3.445429226102955
KASONGO-LUNDA,0.24217715436235865,0.4265402843601896,,0.36311114,,,6.481067446741244,2.136598879084142,4.850909653454832,5.0212765957446805,0.36311114,4.308833162912693,4.850909653454832,3.457921779406007
KATAKO-KOMBE,0.5528247496210884,0.42654028436018965,,0.00015491604,,,10.0,5.736468045557521,6.400927317659424,1.574468085106383,0.00015491604,7.86823402277876,6.400927317659424,5.534387569813484
KENGE,0.53001568633435,0.8530805687203792,,0.5086108,2.161678412126189,1.7410714285714284,6.320337816455277,2.135457874677663,0.0,8.51063829787234,0.5086108,3.5391580344197098,0.0,2.225216977653321
KIBOMBO,0.5508191319887422,0.2606635071090047,,0.1531544,,,7.2582658222921745,1.2475304656392199,2.5211954072493894,1.872340425531915,0.1531544,4.252898143965697,2.5211954072493894,2.7950365245380127
KIMVULA,1.049840986595085,0.20537124802527643,,0.23113774,,,7.222801164839946,,1.0510228483505877,0.8936170212765958,0.23113774,7.222801164839946,1.0510228483505877,2.8349872502741107
KINDU,3.3324338062194276,2.180094786729858,,,,,1.9966341695573886,1.2439741133588063,3.971344170114298,2.127659574468085,,1.6203041414580974,3.971344170114298,2.4039841510101643
KINSHASA,0.01374015244188508,0.3080568720379147,,10.0,,,4.161730725849091,1.1750869360422591,5.529697452633876,,10.0,2.6684088309456753,5.529697452633876,5.216628778631307
KIPUSHI,0.6254829599100908,2.6895734597156395,,1.1070981,,,6.278808202717552,8.685242692988144,,6.170212765957447,1.1070981,7.482025447852848,,5.357049666091759
KIRI,,,,0.22186159,,,8.660154053087773,2.135217715179302,,3.404255319148936,0.22186159,5.397685884133537,,3.672411118080589
KOLE,0.21158381782271585,3.933649289099526,,0.0003682964,,,7.913209657872658,5.730902880627213,5.468327546261246,1.106382978723404,0.0003682964,6.822056269249936,5.468327546261246,4.778202095290673
KONGOLO,3.8369473789543345,4.739336492890995,,1.1878893,2.064922125952736,1.412823026916671,6.838145316502898,8.68532228488493,9.541436623785593,0.5957446808510638,1.1878893,5.862796575780187,9.541436623785593,5.663543137733166
KUNGU,2.9353190963058786,3.238546603475514,,0.7520906,,,8.352419183420484,,9.955553280822176,0.2978723404255319,0.7520906,8.352419183420484,9.955553280822176,6.35335434585117
KWAMOUTH,1.3991337223558031,2.014218009478673,,0.116175294,,,7.249945365379532,2.1377397257014805,,2.25531914893617,0.116175294,4.693842545540506,,3.167953461667812
LIBENGE,0.9295636668875481,0.8767772511848342,,0.45970413,,,7.173456088518549,,9.40274331042468,0.5106382978723404,0.45970413,7.173456088518549,9.40274331042468,5.6786345099437385
LIKASI,3.811790256404483,1.3744075829383886,,,,,,8.685210345352205,,6.382978723404255,,8.685210345352205,,8.685210345352205
LISALA,0.3729980828756745,0.6003159557661928,,0.6471193,,,7.6119411270021455,,7.308863287771178,2.595744680851064,0.6471193,7.6119411270021455,7.308863287771178,5.189307899483157
LODJA,1.256369725015189,1.4218009478672986,,1.6520215e-05,,,6.298126223548056,5.7358770405205215,8.176044347086448,1.3191489361702127,1.6520215e-05,6.0170016320342885,8.176044347086448,5.052516032842396
LOMELA,4.679953148440045,5.343601895734597,,0.00011143157,,,4.083154656474318,5.738833083542874,1.4363727471584458,2.212765957446808,0.00011143157,4.910993870008596,1.4363727471584458,2.8146179796857465
LUBERO,0.026139083908061248,0.0947867298578199,,1.6640972,1.3981280056121677,2.162465997310349,5.961974013060058,3.0617582365108893,7.815174258037005,4.9787234042553195,1.6640972,3.473953418394372,7.815174258037005,3.980226340624676
LUBUMBASHI,0.5314964671195288,0.8214849921011057,,,,,,8.685307385301002,,,,8.685307385301002,,8.685307385301002
LUBUTU,2.7348506207487375,1.3744075829383888,,0.2180592,,,7.089580268130128,1.2414861719909314,3.1592121634832617,1.829787234042553,0.2180592,4.16553322006053,3.1592121634832617,2.9270844501681337
LUEBO,2.367512408198801,2.3459715639810432,,1.1247046,,,6.8853479748165105,,6.554876800515835,1.9574468085106382,1.1247046,6.8853479748165105,6.554876800515835,4.854976458237613
LUIZA,0.9999183793443078,2.0142180094786726,,1.204368,,,6.560236710433963,,7.796229710531059,2.765957446808511,1.204368,6.560236710433963,7.796229710531059,5.186944805409056
LUKOLELA,1.5239121993259461,0.6635071090047393,,0.30022174,,,7.970779373130464,,7.847843126863971,0.553191489361702,0.30022174,7.970779373130464,7.847843126863971,5.3729480803979754
LUKULA,1.1077771579029418,0.8530805687203791,,1.0346056,,,7.744918696480178,,,8.51063829787234,1.0346056,7.744918696480178,,4.389762159385871
LUOZI,1.1033319414656368,0.6635071090047393,,0.3823397,,,7.0920618410013105,,,4.638297872340425,0.3823397,7.0920618410013105,,3.737200763578315
LUSAMBO,2.3512321075306595,1.7772511848341235,,0.22910726,,,7.494551018969685,5.737993192846453,6.986246636369846,1.3191489361702127,0.22910726,6.6162721059080685,6.986246636369846,5.111974527222506
MAHAGI,0.12344907678223443,0.3909952606635071,,4.5284505,1.7864904758492393,2.469153250902452,5.734707839614278,,9.527087150310628,1.6170212765957448,4.5284505,3.7605991577317583,9.527087150310628,5.394183988704584
MAKANZA,5.365760680017196,1.5955766192733016,,0.282173,,,8.77149223781328,,10.0,0.0425531914893617,0.282173,8.77149223781328,10.0,6.351221748513317
MALEMBA-NKULU,0.452189563462234,1.0584518167456556,,2.5096178,,,5.839557891302322,8.684541349271393,9.122936458037621,1.6595744680851063,2.5096178,7.262049620286858,9.122936458037621,6.539163376023073
MANONO,1.244446291720637,2.1958925750394944,,0.6491816,2.2769919167837314,2.0719734628326703,6.81826484823595,8.68523187109476,4.046154032798155,5.74468085106383,0.6491816,5.92682954537148,4.046154032798155,4.495164854659595
MASI-MANIMBA,0.9431452072485795,1.5797788309636651,,0.6854465,6.790786358614604,5.758928571428571,6.130565105340172,2.1352581943453144,,,0.6854465,5.01886988610003,,3.935514039769572
MASISI,2.014792774818465,1.4218009478672984,,4.5722566,1.7115291579619083,3.1229992340626103,3.8063014895526592,3.0613420797775843,9.171776653486887,3.2340425531914896,4.5722566,2.859724242430717,9.171776653486887,4.464641189174607
MATADI,1.7892344376999434,1.3744075829383886,,,,,,,,5.404255319148936,,,,
MBANDAKA,2.6849879385358704,2.476303317535545,,8.208126,,,5.920792742612101,,7.632686524841418,1.3191489361702127,8.208126,5.920792742612101,7.632686524841418,7.2538684451895845
MBANZA-NGUNGU,0.9528286692053728,1.5639810426540286,,0.8525762,,,6.857585776127451,,,10.0,0.8525762,6.857585776127451,,3.855080986160573
MITWABA,2.04117425127043,1.5165876777251186,,0.3945233,,,6.792995032296335,8.68600544323381,6.468480167718699,1.4893617021276595,0.3945233,7.739500237765073,6.468480167718699,5.585500984007192
MOANDA,0.14734590437212258,0.11848341232227488,,0.48036784,,,4.42022133734635,,2.780605574207785,3.1063829787234045,0.48036784,4.42022133734635,2.780605574207785,2.5603982502968434
MOBA,0.8235843410002218,0.9478672985781991,,0.6012775,2.0379300774487934,1.3030805105547374,6.1752482507268125,,7.407119675716959,1.7872340425531914,0.6012775,4.1065891640878025,7.407119675716959,4.055393868620312
MOBAYI-MBONGO,7.745920962944868,5.355450236966824,,0.23321804,,,6.9813211968521,,3.8809372956390567,0.8936170212765958,0.23321804,6.9813211968521,3.8809372956390567,3.6984921788445817
MONKOTO,5.144827650535105,1.6113744075829382,,0.050563224,,,8.559069226551724,,9.758565453502426,0.0851063829787234,0.050563224,8.559069226551724,9.758565453502426,6.12273263457138
MUSHIE,,,,0.15471156,,,6.038374575165154,2.134482531026581,,3.617021276595745,0.15471156,4.0864285530958675,,2.775856221868866
MUTSHATSHA,2.926233978440688,1.7377567140600316,,0.41274142,,,4.760651306206748,8.888025189993158,9.274384689123101,0.851063829787234,0.41274142,6.824338248099953,9.274384689123101,5.833950651994051
MWEKA,1.7150212669945695,0.06319115323854661,,0.7803147,,,7.370177727261234,,3.279564737676889,6.085106382978723,0.7803147,7.370177727261234,3.279564737676889,3.810019049617436
MWENGA,0.6726230958150615,1.090047393364929,,0.75340676,2.599778902422138,2.264878509877484,5.599827989065878,,4.772303655317137,4.680851063829787,0.75340676,4.0998034457440085,4.772303655317137,3.4313293274704844
NGANDAJIKA,4.483120295153844,0.7109004739336493,,2.2446833,,,7.040161684082299,5.736704568194399,8.109252599356024,2.3404255319148937,2.2446833,6.388433126138349,8.109252599356024,5.78270052932969
NIANGARA,0.8601339519220169,0.23696682464454974,,0.21733567,,,8.895415159975075,,2.274717724131289,1.106382978723404,0.21733567,8.895415159975075,2.274717724131289,3.7958228517642705
NIOKI,6.311582204608996,0.2843601895734597,,3.1165836,,,1.7998197694291662,,,0.2978723404255319,3.1165836,1.7998197694291662,,2.458201677584151
NYIRAGONGO,0.680845312896999,0.7345971563981042,,,3.0229502663662586,3.3077436582109483,0.7856010867104368,3.0611338517506184,9.549491543627846,0.5106382978723404,,2.2898950682757713,9.549491543627846,4.10479418711379
NYUNZU,1.9180162947293247,1.2480252764612956,,0.30437982,4.1606041004822725,2.307626772082879,6.979382984044119,8.68593345320323,8.748253492340282,0.553191489361702,0.30437982,6.608640179243207,8.748253492340282,5.775710770178715
OPALA,1.778600648029446,1.1255924170616112,,0.16843589,,,8.84993384388437,,2.81258693838984,2.4255319148936167,0.16843589,8.84993384388437,2.81258693838984,3.943652222925492
OSHWE,2.160435711965008,1.7535545023696684,,0.11355156,,,7.872231722522606,2.134634728884703,0.1419582185821664,4.212765957446808,0.11355156,5.003433225703654,0.1419582185821664,2.565594056763383
PANGI,0.6078062577164535,0.5687203791469194,,0.4502386,,,8.608456950287653,1.8907030734216934,,5.872340425531915,0.4502386,5.249580011854674,,3.649799536393818
POKO,0.433142688250894,0.23696682464454977,,0.2400732,,,9.156978502558642,,1.596594926356623,2.4255319148936167,0.2400732,9.156978502558642,1.596594926356623,3.664548877651931
POPOKABAKA,3.288121362082416,1.4691943127962084,,0.41896257,,,6.50510368721425,2.1350802068755015,2.613749327488387,1.7446808510638299,0.41896257,4.320091947044876,2.613749327488387,2.9182239474057003
PUNIA,0.5532241789360514,0.23696682464454977,,0.18945056,,,8.54672421552144,1.2429508409046222,2.2705036743974603,1.7446808510638299,0.18945056,4.894837528213031,2.2705036743974603,3.0624073232059494
PWETO,1.96086493407517,2.82780410742496,,0.8348196,,,6.830297843980208,8.68665890359169,2.822457258068969,5.574468085106384,0.8348196,7.758478373785949,2.822457258068969,4.793558405132026
RUNGU,2.8183183462085677,1.9431279620853081,,0.38509843,,,8.11995468913383,,0.8716285235084396,3.3191489361702127,0.38509843,8.11995468913383,0.8716285235084396,3.125560546725458
RUTSHURU,0.6349576233204058,2.4526066350710902,,3.5517473,2.437897501490705,3.636597610574479,5.157375178416519,3.0612394690991525,9.079276125816193,2.8510638297872344,3.5517473,3.5521707163354588,9.079276125816193,4.657507119381018
SAKANIA,0.2371766669092012,0.14218009478672985,,0.34689337,,,6.068099188962432,8.6817905669588,,4.042553191489361,0.34689337,7.3749448779606155,,5.03226104202425
SANDOA,0.5745883794890297,3.6018957345971567,,0.37268576,,,6.73268616583457,8.684357843655835,5.487615896138413,2.170212765957447,0.37268576,7.708522004745203,5.487615896138413,5.319336416472112
SEKE-BANZA,,,,1.1854519,,,6.61886084004977,,,4.51063829787234,1.1854519,6.61886084004977,,3.902156352622999
TSHELA,0.2185552290256926,0.2132701421800948,,1.3229303,,,7.3893024721774605,,1.9827552518392917,4.170212765957447,1.3229303,7.3893024721774605,1.9827552518392917,3.5649960200050956
TSHIKAPA,0.93069378263332,0.7109004739336493,,,,,0.0,,5.804758069675739,1.7872340425531916,,0.0,5.804758069675739,2.9023790348378693
TSHILENGE,0.5369035827726357,0.6635071090047393,,4.9121327,,,6.531333355386017,,5.775240557244258,2.9361702127659575,4.9121327,6.531333355386017,5.775240557244258,5.73956888421701
TSHUMBE,,0.9004739336492891,,0.0,,,,,,,0.0,,,0.0
UBUNDU,2.0082350261777506,1.504739336492891,,0.123751745,,,8.808357415866507,,3.2272173911677795,2.723404255319149,0.123751745,8.808357415866507,3.2272173911677795,4.0531088505540795
UVIRA,1.1571149431910908,2.2748815165876777,,3.4568415,2.7375478088133134,2.7194140050781774,3.9598351919045283,4.878066717078123,4.413179224427386,6.042553191489361,3.4568415,3.858483239265322,4.413179224427386,3.889094082206877
WALIKALE,1.8853625284107942,2.760663507109004,,0.3472783,3.0489858414289595,2.5666988416988414,7.2701283365961284,3.0604041063992797,9.586630689984037,0.6808510638297872,0.3472783,4.459839428141456,9.586630689984037,4.662685454271177
WALUNGU,0.3076112027230917,0.537124802527646,,7.4463663,2.5899192702889535,2.4071898496240602,4.217211312675768,4.878710174027531,7.176314366570036,2.9361702127659575,7.4463663,3.895280252330751,7.176314366570036,5.261704286736384
WATSA,1.025875941065402,0.6951026856240127,,0.32693955,,,6.741308490025798,,4.323771532342139,2.0851063829787235,0.32693955,6.741308490025798,4.323771532342139,3.7973398584634404
YAHUMA,2.9204120357967662,3.6966824644549763,,0.120792374,,,8.329025637668238,,7.092400250228685,0.7234042553191489,0.120792374,8.329025637668238,7.092400250228685,5.180739420637259
YAKOMA,0.8845903681516764,0.7227488151658767,,0.28881255,,,7.405363914391482,,4.975558351220311,2.25531914893617,0.28881255,7.405363914391482,4.975558351220311,4.223244937844643
YUMBI,1.866088184340502,2.1642969984202214,,1.4587362,,,5.915353780180853,2.1423505654763213,0.4270005925726146,1.4468085106382977,1.4587362,4.0288521728285875,0.4270005925726146,2.4858602798722362
ZONGO,,6.398104265402843,,1.5222275,,,7.083620770019577,,5.536574888978284,0.425531914893617,1.5222275,7.083620770019577,5.536574888978284,4.714141061569641
BUDJALA,0.783354386058493,1.1374407582938388,,0.5726513,,,8.37041828312454,,8.937175152934142,1.148936170212766,0.5726513,8.37041828312454,8.937175152934142,5.960081587571675
KALIMA,,1.5323854660347551,,0.4459827,,,5.672601845809639,,,0.0,0.4459827,5.672601845809639,,3.059292270217747
LUBAO,0.03501781669315625,0.047393364928909956,,0.44466227,,,6.917864688059674,5.736042761599417,4.628448965032465,4.0,0.44466227,6.326953724829545,4.628448965032465,4.431754671905425
LUBUDI,1.7262234745460485,2.259083728278041,,0.65138215,,,5.443401103417883,8.684749254115093,8.564416786225333,1.276595744680851,0.65138215,7.064075178766489,8.564416786225333,5.835987323006037
MIABI,0.32883798851276735,0.2843601895734597,,1.7007868,,,6.3262218806582595,5.738880723147931,5.8713412788113,2.0,1.7007868,6.032551301903095,5.8713412788113,4.90930767790306
WAMBA,1.0574057573463367,1.0426540284360188,,0.6702565,,,8.287208290606259,,0.011873807498318456,5.191489361702128,0.6702565,8.287208290606259,0.011873807498318456,2.9897795311934487
BAMBESA,,,,0.19689181,,,9.277615200976001,,4.517642215244058,0.8085106382978724,0.19689181,9.277615200976001,4.517642215244058,4.66404974356345
BANGU,,,,3.2675223,,,2.7979242410117773,,,0.6808510638297872,3.2675223,2.7979242410117773,,3.032723288032134
BARAKA,,,,,,,,,,,,,,
BENA-DIBELE,,,,0.0,,,,,,,0.0,,,0.0
BUKAVU,,,,,0.8756054792329327,0.9510281385281385,,4.878205987446435,8.867143569210496,1.829787234042553,,2.876905733339684,8.867143569210496,4.873651678629955
